Numobs,Datetime,Y_meters,X_meters,Latitude,Longitude,Depth,Surf_DH,Surf_DH_err,ug,vg
823,1982-08-01,2504258.5604359005,3154258.5604359005,82.74210246392259,-10.257249739444704,3.152333251953125,0.1755378327982448,0.078707284607707,-0.0117368711213232,-0.0075739451741322
826,1982-08-01,2504258.5604359005,3204258.5604359005,82.80867062273856,-6.727355614890584,3.925069580078125,0.1554053279713657,0.0776100669381397,-0.0038945939732822,-0.0033197888516523
831,1982-08-01,2504258.5604359005,3254258.5604359005,82.84745884896145,-3.1454682011948267,2.607978271484375,0.1706518805969581,0.0795809741370235,-0.0138703080658482,0.0052898728033019
834,1982-08-01,2504258.5604359005,3304258.5604359005,82.85801691659958,0.4611678408200595,3.633917724609375,0.1631914389778451,0.0762506977734042,0.0017675320746946,-0.0133138722182989
840,1982-08-01,2504258.5604359005,3354258.5604359005,82.84022058849787,4.064157641904053,3.977793701171875,0.1510548768046469,0.0714465499793184,-0.006201070646544,-0.0155635747409689
841,1982-08-01,2504258.5604359005,3404258.5604359005,82.79427885464321,7.635277265943614,3.934968505859375,0.1402839281349266,0.0577150069277993,0.0002605150974302,-0.0216637901660191
841,1982-08-01,2504258.5604359005,3454258.5604359005,82.72072179574464,11.14777520386314,3.189556640625,0.1191718490034889,0.0267150397050128,-0.0087918419584574,-0.0166888140004413
841,1982-08-01,2504258.5604359005,3504258.5604359005,82.62037067655048,14.577508069820889,1.4141754150390624,0.1157266360930955,0.0210366701233007,-0.0020355915029095,-0.0037675175821358
841,1982-08-01,2504258.5604359005,3554258.5604359005,82.49429406867304,17.903798097921342,1.874598876953125,0.1136292498738414,0.0198969838749815,-0.0003411612908465,0.0022482475880518
823,1982-08-01,2554258.5604359005,3154258.5604359005,83.18494129451612,-10.930831526997938,3.498279052734375,0.1795296090564055,0.079132133460211,-0.0011740804862963,-0.0008854987237088
826,1982-08-01,2554258.5604359005,3204258.5604359005,83.25585651798701,-7.17513041724736,2.394952392578125,0.1658883457222376,0.080372637979423,-0.0140287623587934,-0.0125958067576416
831,1982-08-01,2554258.5604359005,3254258.5604359005,83.29721892191617,-3.356499069882729,3.241247314453125,0.1609740230930714,0.0778223269775067,-0.0055108508144628,-0.0049180331763582
835,1982-08-01,2554258.5604359005,3304258.5604359005,83.30848302596334,0.4921749904312472,3.5222607421875,0.1586427063839956,0.0750287693595472,0.0008352037902708,0.0045101361113566
840,1982-08-01,2554258.5604359005,3354258.5604359005,83.28949795599125,4.336419246606751,3.5107275390625,0.1676188676814115,0.0760226332614239,-0.0089294512783751,-0.0192351970870984
841,1982-08-01,2554258.5604359005,3404258.5604359005,83.2405174229676,8.141997194313214,4.01499560546875,0.1303043218499344,0.0564989576987599,0.0050066907168357,-0.0329146582029574
841,1982-08-01,2554258.5604359005,3454258.5604359005,83.16218300449302,11.876698596713728,3.787304443359375,0.1191319683303984,0.0298784445867299,-0.0011015980152027,-0.0084904049770298
841,1982-08-01,2554258.5604359005,3504258.5604359005,83.05548322945884,15.511871812798429,4.02083349609375,0.1177990418469843,0.0243461518014855,-0.0025761223544955,1.8493702601052117e-05
841,1982-08-01,2554258.5604359005,3554258.5604359005,82.92169431642624,19.02353013027208,4.026392822265625,0.1191592011217818,0.0306504669186676,-0.0035663140070582,-0.0005245464828712
841,1982-08-01,2554258.5604359005,3604258.560435901,82.7623103280922,22.39295413373856,3.99450048828125,0.1170268435320147,0.0343115487543699,0.001626654137663,0.001881508738834
841,1982-08-01,2554258.5604359005,3654258.560435901,82.57897071734358,25.606804452822978,3.996781982421875,0.121928060961803,0.0272645797287929,-0.0001590144694926,0.0015672633304072
820,1982-08-01,2604258.5604359005,3104258.5604359005,83.52028293708476,-15.596334267202732,3.394971923828125,0.1764067769107913,0.0827584495696626,-0.0110489607053066,-0.0045423096538191
823,1982-08-01,2604258.5604359005,3154258.5604359005,83.62660469021854,-11.697781085403928,3.8320205078125,0.1772671844757801,0.0785591980199894,0.0022979425907147,-0.0002271651358676
826,1982-08-01,2604258.5604359005,3204258.5604359005,83.70246885856169,-7.6863804835996,3.407413818359375,0.1760718808104564,0.0812339048445628,-0.0011274125039525,0.0010198490493595
832,1982-08-01,2604258.5604359005,3254258.5604359005,83.7467715585851,-3.597842726796847,2.88060693359375,0.1787709062351751,0.0801933857831604,-0.011139355595464,-0.0095694812675974
837,1982-08-01,2604258.5604359005,3304258.5604359005,83.75884339092786,0.5276521725973109,2.67988720703125,0.1619609219271583,0.078478921305194,-0.0093594849627631,-0.0098742214722163
840,1982-08-01,2604258.5604359005,3354258.5604359005,83.73849867869528,4.647692350579396,3.514279296875,0.1642102514472329,0.0743393032124367,0.0059303899068271,-0.0197024692873063
841,1982-08-01,2604258.5604359005,3404258.5604359005,83.68604952628118,8.720199077017234,3.5725625,0.132908523919213,0.0525523227359363,-0.000609481095113,-0.0294462994084461
841,1982-08-01,2604258.5604359005,3454258.5604359005,83.6022822878641,12.705942145077303,4.00690771484375,0.1207943619069457,0.045322974480871,0.0015736635303788,-0.0090820062046391
841,1982-08-01,2604258.5604359005,3504258.5604359005,83.48840045780472,16.57064229784809,4.0011513671875,0.1195200896903277,0.0384812395881647,-0.0006983798810588,-0.0012993576840229
841,1982-08-01,2604258.5604359005,3554258.5604359005,83.34594323399034,20.286404577815485,3.980875732421875,0.1188793120834454,0.0242021286899327,0.0008211829457595,-0.0019550957615638
841,1982-08-01,2604258.5604359005,3604258.560435901,83.17669168326088,23.832385018265512,4.004836669921875,0.1166394026067034,0.0227684728909839,-0.0020799310555474,-0.0011284425882888
