Numobs,Datetime,Y_meters,X_meters,Latitude,Longitude,Depth,Surf_DH,Surf_DH_err,ug,vg
177,1988-09-01,2504258.5604359005,3154258.5604359005,82.74210246392259,-10.257249739444704,3.152333251953125,0.1858761111340725,0.0581065013719627,-0.0007546206332054,0.0029348650267358
187,1988-09-01,2504258.5604359005,3204258.5604359005,82.80867062273856,-6.727355614890584,3.925069580078125,0.1850816026776637,0.0620554286205803,0.0016317242910202,-0.0023629252978174
189,1988-09-01,2504258.5604359005,3254258.5604359005,82.84745884896145,-3.1454682011948267,2.607978271484375,0.1823984381324896,0.0589493210969007,-0.0101089378579565,-0.0041098231977356
190,1988-09-01,2504258.5604359005,3304258.5604359005,82.85801691659958,0.4611678408200595,3.633917724609375,0.1790323949132351,0.0563452184528056,0.0016199978008366,-0.0057287164221691
190,1988-09-01,2504258.5604359005,3354258.5604359005,82.84022058849787,4.064157641904053,3.977793701171875,0.1739662047739612,0.0558709386957151,0.0013159995570846,-0.0090697244444662
191,1988-09-01,2504258.5604359005,3404258.5604359005,82.79427885464321,7.635277265943614,3.934968505859375,0.1656829675154933,0.0505416551101828,-0.0045088992272651,-0.0214685140802832
191,1988-09-01,2504258.5604359005,3454258.5604359005,82.72072179574464,11.14777520386314,3.189556640625,0.1423705686444686,0.0312204272001608,-0.015102875024946,-0.0250855769311254
193,1988-09-01,2504258.5604359005,3504258.5604359005,82.62037067655048,14.577508069820889,1.4141754150390624,0.1287699886351978,0.0342314846305303,0.0012134445664344,-0.0014106878294132
193,1988-09-01,2504258.5604359005,3554258.5604359005,82.49429406867304,17.903798097921342,1.874598876953125,0.1402952293885659,0.0325835338056343,0.0064244166366082,0.0041669061289039
177,1988-09-01,2554258.5604359005,3154258.5604359005,83.18494129451612,-10.930831526997938,3.498279052734375,0.1863478501897541,0.0602802870245863,0.0013408871111084,-0.0046913442999447
188,1988-09-01,2554258.5604359005,3204258.5604359005,83.25585651798701,-7.17513041724736,2.394952392578125,0.1789703153362317,0.0581450343147591,0.0045292843342058,-0.0028780537031937
190,1988-09-01,2554258.5604359005,3254258.5604359005,83.29721892191617,-3.356499069882729,3.241247314453125,0.1821080286424519,0.0553112761237357,0.0078935490548432,2.6420030718424347e-05
191,1988-09-01,2554258.5604359005,3304258.5604359005,83.30848302596334,0.4921749904312472,3.5222607421875,0.1790092394359737,0.056262775615045,0.005154635134216,-0.0073168503699394
