Numobs,Datetime,Y_meters,X_meters,Latitude,Longitude,Depth,Surf_DH,Surf_DH_err,ug,vg
1887,2014-09-01,2504258.5604359005,3154258.5604359005,82.74210246392259,-10.257249739444704,3.152333251953125,0.1383756883813816,0.0344982740399079,0.0007793120560336,-0.0063201183288279
1899,2014-09-01,2504258.5604359005,3204258.5604359005,82.80867062273856,-6.727355614890584,3.925069580078125,0.1301590602395873,0.0447643770701669,0.001084786075176,-0.0081098459959099
1900,2014-09-01,2504258.5604359005,3254258.5604359005,82.84745884896145,-3.1454682011948267,2.607978271484375,0.1264398931647398,0.0352751541528165,-0.0002358139232473,0.0022930271974141
1894,2014-09-01,2504258.5604359005,3304258.5604359005,82.85801691659958,0.4611678408200595,3.633917724609375,0.1335341440958188,0.0372280881527146,0.0032044391696973,0.0031606303599413
1892,2014-09-01,2504258.5604359005,3354258.5604359005,82.84022058849787,4.064157641904053,3.977793701171875,0.1310920998356686,0.0305900729342336,0.0042791706096446,-0.0004193309687675
1900,2014-09-01,2504258.5604359005,3404258.5604359005,82.79427885464321,7.635277265943614,3.934968505859375,0.1329169447136918,0.0681769444375353,-0.0004275815292441,0.0013577110114841
1891,2014-09-01,2504258.5604359005,3454258.5604359005,82.72072179574464,11.14777520386314,3.189556640625,0.1330902699431776,0.0319426223910743,-0.0023035938559827,0.0074378064802734
1872,2014-09-01,2504258.5604359005,3504258.5604359005,82.62037067655048,14.577508069820889,1.4141754150390624,0.1438615442449628,0.0450656482364791,-0.0024693914330036,-0.0021673777380909
1824,2014-09-01,2504258.5604359005,3554258.5604359005,82.49429406867304,17.903798097921342,1.874598876953125,0.1299017231871596,0.0283564853972309,-0.0051974357943527,-0.0048604833620189
1911,2014-09-01,2554258.5604359005,3154258.5604359005,83.18494129451612,-10.930831526997938,3.498279052734375,0.1343380788403863,0.0398446389153086,-0.0019341794334868,-0.0092303204322109
1930,2014-09-01,2554258.5604359005,3204258.5604359005,83.25585651798701,-7.17513041724736,2.394952392578125,0.1256609659807023,0.0358507615421179,-0.0022013919279979,-0.0041938997254544
1927,2014-09-01,2554258.5604359005,3254258.5604359005,83.29721892191617,-3.356499069882729,3.241247314453125,0.1281598110744045,0.0299925884923643,0.0011530901910935,0.0037534095792644
1961,2014-09-01,2554258.5604359005,3304258.5604359005,83.30848302596334,0.4921749904312472,3.5222607421875,0.1311907888031239,0.0441916686549719,0.0053059154553126,0.0026728834697707
1988,2014-09-01,2554258.5604359005,3354258.5604359005,83.28949795599125,4.336419246606751,3.5107275390625,0.1320978064742877,0.0454175431228126,0.0012906740228203,0.0021575884305346
2002,2014-09-01,2554258.5604359005,3404258.5604359005,83.2405174229676,8.141997194313214,4.01499560546875,0.1343694705880765,0.0410318522250318,0.0005246246036508,0.0014274777327577
1986,2014-09-01,2554258.5604359005,3454258.5604359005,83.16218300449302,11.876698596713728,3.787304443359375,0.1342006376423118,0.0409776783837042,0.0002801054678168,0.0024520512183526
1954,2014-09-01,2554258.5604359005,3504258.5604359005,83.05548322945884,15.511871812798429,4.02083349609375,0.1379810282405128,0.0557197207593191,0.0077797234169541,0.0014235364401627
1931,2014-09-01,2554258.5604359005,3554258.5604359005,82.92169431642624,19.02353013027208,4.026392822265625,0.1362968577307338,0.0479832084441552,-0.0043213882327591,-0.0006504966241106
1872,2014-09-01,2554258.5604359005,3604258.560435901,82.7623103280922,22.39295413373856,3.99450048828125,0.1370234154961052,0.0382013491616883,0.0019529730119107,-0.0018588218928569
1827,2014-09-01,2554258.5604359005,3654258.560435901,82.57897071734358,25.606804452822978,3.996781982421875,0.1335613842340371,0.0159286742981193,-0.002233663913069,-0.0046274031528196
2012,2014-09-01,2604258.5604359005,3104258.5604359005,83.52028293708476,-15.596334267202732,3.394971923828125,0.1425289921563422,0.0398676049531218,-0.0039009461543874,0.0014542429392483
2028,2014-09-01,2604258.5604359005,3154258.5604359005,83.62660469021854,-11.697781085403928,3.8320205078125,0.1412246212160515,0.043428373605854,-0.0067689733477806,-0.0061909417416465
2033,2014-09-01,2604258.5604359005,3204258.5604359005,83.70246885856169,-7.6863804835996,3.407413818359375,0.1334020535583101,0.0458670753999135,-0.0074780614282537,-0.0111794189163544
2056,2014-09-01,2604258.5604359005,3254258.5604359005,83.7467715585851,-3.597842726796847,2.88060693359375,0.1247410685839518,0.0335059273660739,0.0004467869875968,-0.0052117824986366
2059,2014-09-01,2604258.5604359005,3304258.5604359005,83.75884339092786,0.5276521725973109,2.67988720703125,0.1257168670272518,0.0357546925609313,0.002911342025945,0.0030174270586154
2072,2014-09-01,2604258.5604359005,3354258.5604359005,83.73849867869528,4.647692350579396,3.514279296875,0.1291906055800501,0.033141180109997,0.0008858674626319,0.004358767873659
2066,2014-09-01,2604258.5604359005,3404258.5604359005,83.68604952628118,8.720199077017234,3.5725625,0.132144115167736,0.0339017109244076,0.0022463103812235,0.0023650864856482
2053,2014-09-01,2604258.5604359005,3454258.5604359005,83.6022822878641,12.705942145077303,4.00690771484375,0.132677710434546,0.0331028290367862,0.0008952828203772,0.0001773496524298
2039,2014-09-01,2604258.5604359005,3504258.5604359005,83.48840045780472,16.57064229784809,4.0011513671875,0.1324055589614938,0.0313415660361133,0.0022355270780292,0.0024328493308004
1978,2014-09-01,2604258.5604359005,3554258.5604359005,83.34594323399034,20.286404577815485,3.980875732421875,0.136263349507482,0.0242404183889646,0.0030033742946815,0.0009728834831671
1961,2014-09-01,2604258.5604359005,3604258.560435901,83.17669168326088,23.832385018265512,4.004836669921875,0.1338390298629853,0.0304185305029795,0.0019627301567754,-0.0007784203453104
1887,2014-09-01,2604258.5604359005,3654258.560435901,82.98257422945156,27.194746671917336,3.9713486328125,0.1351168015407804,0.0221756789278065,-0.0019950940426709,0.0011020013402708
1830,2014-09-01,2604258.5604359005,3704258.560435901,82.76558075618651,30.366066799372724,3.764888427734375,0.135461525170143,0.0278533477965763,0.0020095748477572,-0.0058365639141921
1744,2014-09-01,2604258.5604359005,3754258.560435901,82.52769113391265,33.34439987854107,3.293445556640625,0.1265275545216017,0.030748931577278,0.0049939861516453,-0.0062400849075811
2029,2014-09-01,2654258.5604359005,3104258.5604359005,83.9528244062666,-16.742398938301722,3.6022216796875,0.1450064309101317,0.0383941645292718,-0.003954492617455,0.006222121766653
2038,2014-09-01,2654258.5604359005,3154258.5604359005,84.06686057982874,-12.578614944799424,3.765371826171875,0.1443171751871206,0.0455004731526769,-0.0029015200579115,-0.0056385507818195
2083,2014-09-01,2654258.5604359005,3204258.5604359005,84.14840716921887,-8.275530625635565,3.911771484375,0.1366870327254032,0.0350589536004824,-0.0061960769565925,-0.0113956732512394
2167,2014-09-01,2654258.5604359005,3254258.5604359005,84.19609966039997,-3.8765250515055696,2.83138623046875,0.1275009882359169,0.03223150262649,-0.0089446751203782,-0.0066333002330899
2179,2014-09-01,2654258.5604359005,3304258.5604359005,84.20910451303328,0.5686410480846368,2.732151611328125,0.1268976861692917,0.0407366086226167,-0.0080790397866765,0.0022296436157555
2188,2014-09-01,2654258.5604359005,3354258.5604359005,84.18718970597952,5.006985708272961,3.582873046875,0.1307915451254499,0.0451440814874768,-0.0041818173909268,0.0028187439711928
2178,2014-09-01,2654258.5604359005,3404258.5604359005,84.13074504111677,9.386009206681054,3.17296923828125,0.1310574902936553,0.0434220917193783,0.0011241213078852,0.001415876032616
2103,2014-09-01,2654258.5604359005,3454258.5604359005,84.04074819881146,13.657314759300196,3.840966064453125,0.1328808372714699,0.0301613700256499,-0.0008122597365148,0.002459515481057
2090,2014-09-01,2654258.5604359005,3504258.5604359005,83.91868319966771,17.77954609979066,4.0153310546875,0.1346862112791391,0.0309923689063165,-0.0005286465769791,-0.0006841970178773
