Datetime,Latitude,Longitude,Dynamic_Height
2011-09-01 00:00:00,60.0,-179.25,nan
2011-09-01 00:00:00,60.0,-178.5,nan
2011-09-01 00:00:00,60.0,-177.75,nan
2011-09-01 00:00:00,60.0,-177.0,nan
2011-09-01 00:00:00,60.0,-176.25,nan
2011-09-01 00:00:00,60.0,-175.5,nan
2011-09-01 00:00:00,60.0,-174.75,nan
2011-09-01 00:00:00,60.0,-174.0,nan
2011-09-01 00:00:00,60.0,-173.25,nan
2011-09-01 00:00:00,60.0,-172.5,nan
2011-09-01 00:00:00,60.0,-171.75,nan
2011-09-01 00:00:00,60.0,-171.0,nan
2011-09-01 00:00:00,60.0,-170.25,nan
2011-09-01 00:00:00,60.0,-169.5,nan
2011-09-01 00:00:00,60.0,-168.75,nan
2011-09-01 00:00:00,60.0,-168.0,nan
2011-09-01 00:00:00,60.0,-167.25,nan
2011-09-01 00:00:00,60.0,-166.5,nan
2011-09-01 00:00:00,60.0,-165.75,nan
2011-09-01 00:00:00,60.0,-165.0,nan
2011-09-01 00:00:00,60.0,-164.25,nan
2011-09-01 00:00:00,60.0,-163.5,nan
2011-09-01 00:00:00,60.0,-162.75,nan
2011-09-01 00:00:00,60.0,-162.0,nan
2011-09-01 00:00:00,60.0,-161.25,nan
2011-09-01 00:00:00,60.0,-160.5,nan
2011-09-01 00:00:00,60.0,-159.75,nan
2011-09-01 00:00:00,60.0,-159.0,nan
2011-09-01 00:00:00,60.0,-158.25,nan
2011-09-01 00:00:00,60.0,-157.5,nan
2011-09-01 00:00:00,60.0,-156.75,nan
2011-09-01 00:00:00,60.0,-156.0,nan
2011-09-01 00:00:00,60.0,-155.25,nan
2011-09-01 00:00:00,60.0,-154.5,nan
2011-09-01 00:00:00,60.0,-153.75,nan
2011-09-01 00:00:00,60.0,-153.0,nan
2011-09-01 00:00:00,60.0,-152.25,nan
2011-09-01 00:00:00,60.0,-151.5,nan
2011-09-01 00:00:00,60.0,-150.75,nan
2011-09-01 00:00:00,60.0,-150.0,nan
2011-09-01 00:00:00,60.0,-149.25,nan
2011-09-01 00:00:00,60.0,-148.5,nan
2011-09-01 00:00:00,60.0,-147.75,nan
2011-09-01 00:00:00,60.0,-147.0,nan
2011-09-01 00:00:00,60.0,-146.25,nan
2011-09-01 00:00:00,60.0,-145.5,nan
2011-09-01 00:00:00,60.0,-144.75,nan
2011-09-01 00:00:00,60.0,-144.0,nan
2011-09-01 00:00:00,60.0,-143.25,nan
2011-09-01 00:00:00,60.0,-142.5,nan
2011-09-01 00:00:00,60.0,-141.75,nan
2011-09-01 00:00:00,60.0,-141.0,nan
2011-09-01 00:00:00,60.0,-140.25,nan
2011-09-01 00:00:00,60.0,-139.5,nan
2011-09-01 00:00:00,60.0,-138.75,nan
2011-09-01 00:00:00,60.0,-138.0,nan
2011-09-01 00:00:00,60.0,-137.25,nan
2011-09-01 00:00:00,60.0,-136.5,nan
2011-09-01 00:00:00,60.0,-135.75,nan
2011-09-01 00:00:00,60.0,-135.0,nan
2011-09-01 00:00:00,60.0,-134.25,nan
2011-09-01 00:00:00,60.0,-133.5,nan
2011-09-01 00:00:00,60.0,-132.75,nan
2011-09-01 00:00:00,60.0,-132.0,nan
2011-09-01 00:00:00,60.0,-131.25,nan
2011-09-01 00:00:00,60.0,-130.5,nan
2011-09-01 00:00:00,60.0,-129.75,nan
2011-09-01 00:00:00,60.0,-129.0,nan
2011-09-01 00:00:00,60.0,-128.25,nan
2011-09-01 00:00:00,60.0,-127.5,nan
2011-09-01 00:00:00,60.0,-126.75,nan
2011-09-01 00:00:00,60.0,-126.0,nan
2011-09-01 00:00:00,60.0,-125.25,nan
2011-09-01 00:00:00,60.0,-124.5,nan
2011-09-01 00:00:00,60.0,-123.75,nan
2011-09-01 00:00:00,60.0,-123.0,nan
2011-09-01 00:00:00,60.0,-122.25,nan
2011-09-01 00:00:00,60.0,-121.5,nan
2011-09-01 00:00:00,60.0,-120.75,nan
2011-09-01 00:00:00,60.0,-120.0,nan
2011-09-01 00:00:00,60.0,-119.25,nan
2011-09-01 00:00:00,60.0,-118.5,nan
2011-09-01 00:00:00,60.0,-117.75,nan
2011-09-01 00:00:00,60.0,-117.0,nan
2011-09-01 00:00:00,60.0,-116.25,nan
2011-09-01 00:00:00,60.0,-115.5,nan
2011-09-01 00:00:00,60.0,-114.75,nan
2011-09-01 00:00:00,60.0,-114.0,nan
2011-09-01 00:00:00,60.0,-113.25,nan
2011-09-01 00:00:00,60.0,-112.5,nan
2011-09-01 00:00:00,60.0,-111.75,nan
2011-09-01 00:00:00,60.0,-111.0,nan
2011-09-01 00:00:00,60.0,-110.25,nan
2011-09-01 00:00:00,60.0,-109.5,nan
2011-09-01 00:00:00,60.0,-108.75,nan
2011-09-01 00:00:00,60.0,-108.0,nan
2011-09-01 00:00:00,60.0,-107.25,nan
2011-09-01 00:00:00,60.0,-106.5,nan
2011-09-01 00:00:00,60.0,-105.75,nan
2011-09-01 00:00:00,60.0,-105.0,nan
2011-09-01 00:00:00,60.0,-104.25,nan
2011-09-01 00:00:00,60.0,-103.5,nan
2011-09-01 00:00:00,60.0,-102.75,nan
2011-09-01 00:00:00,60.0,-102.0,nan
2011-09-01 00:00:00,60.0,-101.25,nan
2011-09-01 00:00:00,60.0,-100.5,nan
2011-09-01 00:00:00,60.0,-99.75,nan
2011-09-01 00:00:00,60.0,-99.0,nan
2011-09-01 00:00:00,60.0,-98.25,nan
2011-09-01 00:00:00,60.0,-97.5,nan
2011-09-01 00:00:00,60.0,-96.75,nan
2011-09-01 00:00:00,60.0,-96.0,nan
2011-09-01 00:00:00,60.0,-95.25,nan
2011-09-01 00:00:00,60.0,-94.5,nan
2011-09-01 00:00:00,60.0,-93.75,nan
2011-09-01 00:00:00,60.0,-93.0,nan
2011-09-01 00:00:00,60.0,-92.25,nan
2011-09-01 00:00:00,60.0,-91.5,nan
2011-09-01 00:00:00,60.0,-90.75,nan
2011-09-01 00:00:00,60.0,-90.0,nan
2011-09-01 00:00:00,60.0,-89.25,nan
2011-09-01 00:00:00,60.0,-88.5,nan
2011-09-01 00:00:00,60.0,-87.75,nan
2011-09-01 00:00:00,60.0,-87.0,nan
2011-09-01 00:00:00,60.0,-86.25,nan
2011-09-01 00:00:00,60.0,-85.5,nan
2011-09-01 00:00:00,60.0,-84.75,nan
2011-09-01 00:00:00,60.0,-84.0,nan
2011-09-01 00:00:00,60.0,-83.25,nan
2011-09-01 00:00:00,60.0,-82.5,nan
2011-09-01 00:00:00,60.0,-81.75,nan
2011-09-01 00:00:00,60.0,-81.0,nan
2011-09-01 00:00:00,60.0,-80.25,nan
2011-09-01 00:00:00,60.0,-79.5,nan
2011-09-01 00:00:00,60.0,-78.75,nan
2011-09-01 00:00:00,60.0,-78.0,nan
2011-09-01 00:00:00,60.0,-77.25,nan
2011-09-01 00:00:00,60.0,-76.5,nan
2011-09-01 00:00:00,60.0,-75.75,nan
2011-09-01 00:00:00,60.0,-75.0,nan
2011-09-01 00:00:00,60.0,-74.25,nan
2011-09-01 00:00:00,60.0,-73.5,nan
2011-09-01 00:00:00,60.0,-72.75,nan
2011-09-01 00:00:00,60.0,-72.0,nan
2011-09-01 00:00:00,60.0,-71.25,nan
2011-09-01 00:00:00,60.0,-70.5,nan
2011-09-01 00:00:00,60.0,-69.75,nan
2011-09-01 00:00:00,60.0,-69.0,nan
