Datetime,Latitude,Longitude,Depth,Dynamic_Height,DH_error
2011-01-01,68.5,-118.5,0.50249609375,nan,nan
2011-01-01,69.5,-141.0,0.6910027465820312,0.730431989606795,0.10055511370640141
2011-01-01,69.5,-140.25,0.6444595947265624,0.718223591231187,0.11676437158756425
2011-01-01,69.5,-139.5,0.80598388671875,0.7233250800957588,0.09903904205117804
2011-01-01,69.5,-138.75,0.8049566040039062,0.7259020812043518,0.09595688981127949
2011-01-01,69.5,-138.0,0.9273861083984376,0.7122705486343475,0.11420514732761138
2011-01-01,69.5,-137.25,0.9029918212890624,0.684170143333847,0.11551293247588419
2011-01-01,69.5,-123.0,0.5832186279296875,0.5728611796885017,0.06259974535667127
2011-01-01,69.75,-143.25,0.5376259765625,0.7240698868318305,0.12717828980020265
2011-01-01,69.75,-142.5,1.3292352294921874,0.7454045169876266,0.10879936658138638
2011-01-01,69.75,-141.75,1.8138731689453125,0.7403194596645046,0.10593965458745236
2011-01-01,69.75,-141.0,1.883469970703125,0.7406691662261662,0.10033681208131354
2011-01-01,69.75,-140.25,1.7799656982421874,0.7260661916996679,0.12779319484946275
2011-01-01,69.75,-139.5,1.786806884765625,0.7345565464952625,0.10275410783794403
2011-01-01,69.75,-138.75,1.644158935546875,0.7239505182431305,0.11881547938276471
2011-01-01,69.75,-138.0,1.5176761474609377,0.7061584483466806,0.12452493884456674
2011-01-01,69.75,-137.25,1.4163665771484375,0.7234430245861795,0.10669514921976939
2011-01-01,69.75,-136.5,0.9271438598632812,0.7244841398680684,0.09946159077513986
2011-01-01,69.75,-135.75,0.5483984985351562,0.7062214554113463,0.08945332011109391
2011-01-01,69.75,-123.75,0.5201015014648438,0.6316112110257579,0.06434247665701197
2011-01-01,69.75,-122.25,0.5297073364257813,0.5728611798895065,0.06259974535667127
2011-01-01,70.0,-147.0,0.7776123046875,0.7471283527058179,0.11550154296677984
2011-01-01,70.0,-146.25,1.14179248046875,0.7476562263391067,0.11509535885064939
2011-01-01,70.0,-145.5,0.5294369506835938,0.7402028972159114,0.11338898736023392
2011-01-01,70.0,-144.75,0.9454694213867187,0.7512369158141159,0.1171719052121838
2011-01-01,70.0,-144.0,1.3226748046875,0.7495703061935519,0.10864813958283329
2011-01-01,70.0,-143.25,2.0270343017578125,0.7495376166040437,0.11336284233030755
2011-01-01,70.0,-142.5,1.95867529296875,0.7302205157992405,0.12517355756997597
2011-01-01,70.0,-141.75,2.314104248046875,0.740112895312593,0.1287476632905998
2011-01-01,70.0,-141.0,2.3402958984375,0.7490437033444997,0.10793732777318617
2011-01-01,70.0,-140.25,2.069292236328125,0.7390966442817933,0.1005154565126052
2011-01-01,70.0,-139.5,2.02231396484375,0.7462235796924397,0.10390113085110439
2011-01-01,70.0,-138.75,1.813935302734375,0.7452379940416576,0.10489986047711602
2011-01-01,70.0,-138.0,1.6677523193359376,0.7450904073537741,0.09856090593281515
2011-01-01,70.0,-137.25,1.450390625,0.7425873126001296,0.0961301186236737
2011-01-01,70.0,-136.5,1.1147176513671877,0.737356855000977,0.09582883274610458
2011-01-01,70.0,-135.75,0.771087890625,0.7172396314612517,0.09721417466523222
2011-01-01,70.25,-148.5,1.0957740478515623,0.742857782334747,0.11608974620152082
2011-01-01,70.25,-147.75,2.0217969970703127,0.7515593514071925,0.10408461995726515
2011-01-01,70.25,-147.0,1.99904736328125,0.7430241121118686,0.12789635108580927
2011-01-01,70.25,-146.25,2.307515380859375,0.7472428195613743,0.09921907879517197
2011-01-01,70.25,-145.5,2.26852490234375,0.7530200273284474,0.1110324116495988
2011-01-01,70.25,-144.75,2.68456298828125,0.7435932460423424,0.1090209955109881
2011-01-01,70.25,-144.0,2.35880908203125,0.7497037361319552,0.10877177169649357
2011-01-01,70.25,-143.25,2.391817138671875,0.7465439910985014,0.0995024345797101
2011-01-01,70.25,-142.5,2.79782666015625,0.7457015803829986,0.11701304875785387
2011-01-01,70.25,-141.75,2.749124755859375,0.752204261004161,0.11171199605550136
2011-01-01,70.25,-141.0,2.476733154296875,0.7541821212507405,0.09444893021407195
2011-01-01,70.25,-140.25,2.31545458984375,0.7468691950423734,0.09566867431764317
2011-01-01,70.25,-139.5,2.125334716796875,0.7391051777151535,0.1001450113949555
2011-01-01,70.25,-138.75,1.932322998046875,0.7477308165819071,0.09851419623407327
2011-01-01,70.25,-138.0,1.7426007080078123,0.7370097521320318,0.11960054303642273
2011-01-01,70.25,-137.25,1.484169677734375,0.7341167745194561,0.10558511555630005
2011-01-01,70.25,-136.5,1.398845947265625,0.7431945760952214,0.10099836961879483
2011-01-01,70.25,-135.75,1.2013839111328124,0.7343197250365937,0.09786961100551915
2011-01-01,70.25,-135.0,0.8706825561523438,0.724738364335303,0.11960062195134957
2011-01-01,70.25,-134.25,0.764665771484375,0.7260083497635145,0.09522013235852507
2011-01-01,70.25,-133.5,0.7350895385742188,0.72924421453914,0.09424365357450752
2011-01-01,70.5,-151.5,0.5572785034179687,0.760687777506212,0.10289682970917256
2011-01-01,70.5,-150.75,1.4904918212890623,0.6932558927574194,0.14206052229759297
2011-01-01,70.5,-150.0,1.8113004150390624,0.7273635614812055,0.13419763990672123
2011-01-01,70.5,-149.25,2.187210205078125,0.7174733346014417,0.13394289251567976
2011-01-01,70.5,-148.5,2.217262451171875,0.7425309595472742,0.10394512660536856
2011-01-01,70.5,-147.75,2.656993408203125,0.7574607776990083,0.11173299272451942
2011-01-01,70.5,-147.0,2.743224365234375,0.7527880327894594,0.10409681896949073
2011-01-01,70.5,-146.25,2.95587451171875,0.7521850651931852,0.10831259214343959
2011-01-01,70.5,-145.5,2.9956787109375,0.7491462609211795,0.11330732774793696
2011-01-01,70.5,-144.75,3.116543701171875,0.7561121295217353,0.11215088127137832
2011-01-01,70.5,-144.0,3.098912109375,0.7526620015686567,0.12677010654684567
2011-01-01,70.5,-143.25,3.014742431640625,0.7529529619651063,0.10078595798691219
2011-01-01,70.5,-142.5,2.918427490234375,0.7431853633109031,0.10341750327225259
2011-01-01,70.5,-141.75,2.8042421875,0.7497707169229861,0.10715042670743069
2011-01-01,70.5,-141.0,2.55392626953125,0.7446910820807326,0.09716354850602218
2011-01-01,70.5,-140.25,2.41841259765625,0.7411034542092112,0.10363654594528807
2011-01-01,70.5,-139.5,2.33833544921875,0.7451612305156126,0.09854013023617599
2011-01-01,70.5,-138.75,2.16435791015625,0.7399958183253743,0.1034861869528439
2011-01-01,70.5,-138.0,1.95090087890625,0.7411096293464416,0.09823306484886517
2011-01-01,70.5,-137.25,2.0025928955078127,0.7390928187612389,0.09996836490809384
2011-01-01,70.5,-136.5,1.7005059814453125,0.7410325459084601,0.09961781617593325
2011-01-01,70.5,-135.75,1.7681104736328126,0.7358447575668775,0.11883319752517918
2011-01-01,70.5,-135.0,1.609430908203125,0.7403607396351921,0.09971355227942934
2011-01-01,70.5,-134.25,1.3231402587890626,0.7402130902227337,0.12600291226697935
2011-01-01,70.5,-133.5,0.9007028198242187,0.7223638750441076,0.09493642711911941
2011-01-01,70.5,-132.75,0.7097902221679687,0.7161676309030209,0.10010433257012687
2011-01-01,70.5,-132.0,0.7251228637695313,0.7046747223984041,0.08802545712934542
2011-01-01,70.5,-131.25,0.5315819091796875,0.6716095569861982,0.07909939265131825
2011-01-01,70.75,-152.25,0.9488416137695312,0.7696565975522339,0.10573610448446309
2011-01-01,70.75,-151.5,1.938388916015625,0.7016438281238369,0.13823324891717445
2011-01-01,70.75,-150.75,2.24538525390625,0.7183113527392637,0.12982186441616092
2011-01-01,70.75,-150.0,2.5545185546875,0.7303284384498634,0.13632883842411792
2011-01-01,70.75,-149.25,2.7694482421875,0.7437921420766551,0.11591622480774309
2011-01-01,70.75,-148.5,2.839199462890625,0.7496710328232545,0.10004890396485838
2011-01-01,70.75,-147.75,3.114461669921875,0.7505616543245434,0.11275899595769585
2011-01-01,70.75,-147.0,3.186595458984375,0.7493110519088919,0.11978213475300901
2011-01-01,70.75,-146.25,3.315457275390625,0.7528961661440337,0.12567741029850413
2011-01-01,70.75,-145.5,3.36397802734375,0.7530267204100334,0.11283420145805532
2011-01-01,70.75,-144.75,3.331889892578125,0.7469888118040564,0.1016370080768907
2011-01-01,70.75,-144.0,3.14382568359375,0.7517171122136461,0.09955633329378094
2011-01-01,70.75,-143.25,3.04572216796875,0.7523953838666447,0.0969482939991131
2011-01-01,70.75,-142.5,2.896745361328125,0.7532167852332935,0.10531615117532706
2011-01-01,70.75,-141.75,2.792384765625,0.7456513288468891,0.09859923411775251
2011-01-01,70.75,-141.0,2.679556396484375,0.7453694250173382,0.11680849844962185
2011-01-01,70.75,-140.25,2.6077685546875,0.7466018270091453,0.10540057430119329
2011-01-01,70.75,-139.5,2.488327392578125,0.7416632896625236,0.09752773126273954
2011-01-01,70.75,-138.75,2.41333349609375,0.7451103733520008,0.09716145028155339
2011-01-01,70.75,-138.0,2.326263671875,0.7429478230969013,0.10519410247206037
2011-01-01,70.75,-137.25,2.2879921875,0.7381777585505147,0.1278992342748056
2011-01-01,70.75,-136.5,2.0233255615234373,0.7335182668662682,0.1165592835379732
2011-01-01,70.75,-135.75,1.9831956787109373,0.7370665590503419,0.12491879552904883
2011-01-01,70.75,-135.0,1.7210753173828126,0.7349487787663476,0.12324396797551054
2011-01-01,70.75,-134.25,1.6053489990234375,0.7456891199297613,0.1001339664845683
2011-01-01,70.75,-133.5,1.3983026123046876,0.7283190871572669,0.113446965106281
2011-01-01,70.75,-132.75,1.27406005859375,0.7245522801144277,0.0946950956267868
2011-01-01,70.75,-132.0,1.16155517578125,0.7333237231397585,0.09185510663184426
2011-01-01,70.75,-131.25,0.8462994995117188,0.7254491512319293,0.09251639660071415
2011-01-01,71.0,-153.0,1.72679541015625,0.6103687548145157,0.16394957506945587
2011-01-01,71.0,-152.25,1.9531793212890625,0.7045678657949928,0.1418778861428802
2011-01-01,71.0,-151.5,2.45981689453125,0.6934468642135055,0.14494498090486393
2011-01-01,71.0,-150.75,2.813252197265625,0.7305039098555162,0.13630094183054375
2011-01-01,71.0,-150.0,3.014679931640625,0.7237187069172892,0.12425970273001338
2011-01-01,71.0,-149.25,3.23848095703125,0.7526414717190274,0.10241330610120923
2011-01-01,71.0,-148.5,3.28769677734375,0.7530348574908459,0.09722908597929915
2011-01-01,71.0,-147.75,3.429035400390625,0.7570928753622403,0.10559969838146795
2011-01-01,71.0,-147.0,3.469038818359375,0.7533101579493935,0.09834074803607569
2011-01-01,71.0,-146.25,3.46656787109375,0.7521027944225662,0.10796579249056439
2011-01-01,71.0,-145.5,3.45002783203125,0.7560095607278741,0.10144234298344673
2011-01-01,71.0,-144.75,3.288673095703125,0.7498591322899312,0.10384469033240375
2011-01-01,71.0,-144.0,3.205555908203125,0.7539648044501605,0.0990909496875318
2011-01-01,71.0,-143.25,3.054154296875,0.7501706686506402,0.09952850978911491
2011-01-01,71.0,-142.5,3.03610595703125,0.7553885977665464,0.10444977340405516
2011-01-01,71.0,-141.75,2.969345458984375,0.7492653768693973,0.10805688144403344
2011-01-01,71.0,-141.0,2.81329150390625,0.7462386636315442,0.10358210826567744
2011-01-01,71.0,-140.25,2.72807275390625,0.748163780287031,0.11833773906344773
2011-01-01,71.0,-139.5,2.650149658203125,0.7450814008491696,0.1048761578418596
2011-01-01,71.0,-138.75,2.63856201171875,0.7411644381589649,0.0998952714764256
2011-01-01,71.0,-138.0,2.455965087890625,0.747103941878036,0.09863634405415182
2011-01-01,71.0,-137.25,2.249537841796875,0.7451557007740681,0.10231247236640893
2011-01-01,71.0,-136.5,2.17142138671875,0.7352558672175735,0.11954529685531504
2011-01-01,71.0,-135.75,2.0626875,0.7397040374564665,0.09836496712158703
2011-01-01,71.0,-135.0,1.9767664794921875,0.7374432599696652,0.10973664296437757
2011-01-01,71.0,-134.25,1.917817626953125,0.7413999078020677,0.09963613470506066
