Datetime,Latitude,Longitude,Depth,Dynamic_Height,DH_error
2011-01-01,71.0,-133.5,1.672962646484375,0.7449004152977612,0.10177984776825487
2011-01-01,71.0,-132.75,1.5431339111328124,0.7443379957345397,0.09947828501235217
2011-01-01,71.0,-132.0,1.2547672119140625,0.7374488525755932,0.09632807949787027
2011-01-01,71.0,-131.25,0.9622179565429688,0.7306893071199092,0.0934275590395348
2011-01-01,71.0,-130.5,0.5619113159179687,0.7286115009395581,0.09212010709683595
2011-01-01,71.25,-155.25,0.9206473388671876,0.7187653965553258,0.1213270824857423
2011-01-01,71.25,-154.5,1.521416748046875,0.5756792308712925,0.16699974222716257
2011-01-01,71.25,-153.75,1.77319140625,0.6146978016571628,0.16495818785944708
2011-01-01,71.25,-153.0,2.0347071533203125,0.6230647639625286,0.1568396630597124
2011-01-01,71.25,-152.25,2.66465283203125,0.7136195169390186,0.13822387989673598
2011-01-01,71.25,-151.5,3.05546826171875,0.733066285919914,0.1320867019919413
2011-01-01,71.25,-150.75,3.38066552734375,0.7368469699956796,0.13063271398562587
2011-01-01,71.25,-150.0,3.4825712890625,0.7591605537564221,0.10695812911523389
2011-01-01,71.25,-149.25,3.572633544921875,0.7566562164405584,0.10015334200393315
2011-01-01,71.25,-148.5,3.660157958984375,0.7594595421412068,0.09610415364880355
2011-01-01,71.25,-147.75,3.574903564453125,0.7614627163512846,0.09267390239275976
2011-01-01,71.25,-147.0,3.53330029296875,0.7574729794749513,0.09452730902225567
2011-01-01,71.25,-146.25,3.5177333984375,0.7529927149665268,0.10310911950481463
2011-01-01,71.25,-145.5,3.427482421875,0.7568336867058435,0.10128962841939652
2011-01-01,71.25,-144.75,3.338720458984375,0.7548775215201118,0.11232034306167635
2011-01-01,71.25,-144.0,3.226669677734375,0.7611349963732571,0.09544639153069909
2011-01-01,71.25,-143.25,3.19643359375,0.763343407859773,0.09620029009759613
2011-01-01,71.25,-142.5,3.1142080078125,0.7560156273075838,0.09275852539107776
2011-01-01,71.25,-141.75,3.014394775390625,0.7534115250767657,0.1265485914114647
2011-01-01,71.25,-141.0,2.94940625,0.75497394547856,0.09333013286528238
2011-01-01,71.25,-140.25,2.89503515625,0.7535861862349827,0.10659173171694059
2011-01-01,71.25,-139.5,2.7923173828125,0.7472055029544018,0.10968731065979317
2011-01-01,71.25,-138.75,2.62669384765625,0.7345070236447805,0.10559344735916591
2011-01-01,71.25,-138.0,2.46080322265625,0.743764212591586,0.0969671435382111
2011-01-01,71.25,-137.25,2.36132568359375,0.7362326222854811,0.10184267698517566
2011-01-01,71.25,-136.5,2.3474326171875,0.7416890214616455,0.09717450912123148
2011-01-01,71.25,-135.75,2.31552392578125,0.7407841595646869,0.10024548439191726
2011-01-01,71.25,-135.0,2.2032568359375,0.7314779622027472,0.12300081509976529
2011-01-01,71.25,-134.25,2.017083374023437,0.7501844567371606,0.10067405520475296
2011-01-01,71.25,-133.5,1.8614033203125,0.7384378272168963,0.09898117335109374
2011-01-01,71.25,-132.75,1.6526435546875,0.7480809713552861,0.09984097416785961
2011-01-01,71.25,-132.0,1.4479041748046877,0.7444569763341685,0.10179865912803349
2011-01-01,71.25,-131.25,1.24270166015625,0.7426751043073927,0.09691443541907246
2011-01-01,71.25,-130.5,0.8256310424804687,0.7173143406829724,0.1191860669647071
2011-01-01,71.5,-156.0,1.2865870361328124,0.6632665257756799,0.1039712154536706
2011-01-01,71.5,-155.25,2.005253295898437,0.5852660758626453,0.1695000056141
2011-01-01,71.5,-154.5,2.36980322265625,0.6090771456893578,0.16287394145232378
2011-01-01,71.5,-153.75,2.8658603515625,0.681223185807444,0.1472956264064882
2011-01-01,71.5,-153.0,3.100695556640625,0.7103903200106387,0.1434997946404682
2011-01-01,71.5,-152.25,3.23568896484375,0.7289197850327609,0.12956539227199254
2011-01-01,71.5,-151.5,3.518481201171875,0.7343401243503572,0.1264046550297566
2011-01-01,71.5,-150.75,3.653142578125,0.7446707511697068,0.12463625420172912
2011-01-01,71.5,-150.0,3.7193681640625,0.7646231574349289,0.0985985153008097
2011-01-01,71.5,-149.25,3.717102783203125,0.7554073668936063,0.12025539461672213
2011-01-01,71.5,-148.5,3.676408447265625,0.7652494973405898,0.11594044653989366
2011-01-01,71.5,-147.75,3.64293359375,0.7570714885505545,0.09561966552820293
2011-01-01,71.5,-147.0,3.5879375,0.761365351224729,0.09324540878799896
2011-01-01,71.5,-146.25,3.535967041015625,0.7568167407136934,0.09029461922557637
2011-01-01,71.5,-145.5,3.470400634765625,0.7620117028748514,0.09787482416634993
2011-01-01,71.5,-144.75,3.35299755859375,0.7595815615396447,0.09188429317250722
2011-01-01,71.5,-144.0,3.337259765625,0.7589138093161748,0.09036136326274893
2011-01-01,71.5,-143.25,3.31875244140625,0.752227575318658,0.09406459402258271
2011-01-01,71.5,-142.5,3.24608251953125,0.7546834670469631,0.0915373809924048
2011-01-01,71.5,-141.75,3.167059326171875,0.7555325506820153,0.09394050542640157
2011-01-01,71.5,-141.0,3.10814892578125,0.752279802168049,0.09766851839021637
2011-01-01,71.5,-140.25,2.97341259765625,0.7540035924614428,0.09720914651028484
2011-01-01,71.5,-139.5,2.895625732421875,0.7474793820072658,0.10031571803932113
2011-01-01,71.5,-138.75,2.740882080078125,0.7447564268537776,0.0977994612678541
2011-01-01,71.5,-138.0,2.55817529296875,0.7429431677176377,0.10348011281963752
2011-01-01,71.5,-137.25,2.524208740234375,0.748805137534535,0.09765250610754776
2011-01-01,71.5,-136.5,2.482451171875,0.7397293016208711,0.0988689386336362
2011-01-01,71.5,-135.75,2.4566611328125,0.7379040393258764,0.12543348808918167
2011-01-01,71.5,-135.0,2.3408349609375,0.7417704922981643,0.10186293170605441
2011-01-01,71.5,-134.25,2.167541748046875,0.7412328307771172,0.09669510178743795
2011-01-01,71.5,-133.5,2.0704541015625,0.7486439825233225,0.09904268156136102
2011-01-01,71.5,-132.75,1.8697972412109376,0.7393665246595477,0.11962923016461324
2011-01-01,71.5,-132.0,1.7536568603515623,0.7397608459070347,0.09805697653239219
2011-01-01,71.5,-131.25,1.5138988037109375,0.740477381318508,0.12120869563363394
2011-01-01,71.5,-130.5,1.1292958984375,0.7292815520846851,0.0941578659422437
2011-01-01,71.5,-129.75,0.6727156982421875,0.729839685955046,0.08851018083380491
2011-01-01,71.75,-156.75,1.6204847412109376,0.6208707170071508,0.1285831699537756
2011-01-01,71.75,-156.0,2.173083984375,0.5914336612309526,0.16716033217359125
2011-01-01,71.75,-155.25,2.66012646484375,0.6328902137101707,0.16952237610446386
2011-01-01,71.75,-154.5,3.12085986328125,0.6693346098045697,0.15489809084028255
2011-01-01,71.75,-153.75,3.383985595703125,0.6922423433302868,0.1428901159266261
2011-01-01,71.75,-153.0,3.64303466796875,0.7153018468039518,0.13974274199120196
2011-01-01,71.75,-152.25,3.666375244140625,0.7135066187275769,0.14910722968825982
2011-01-01,71.75,-151.5,3.795985595703125,0.7574816291907697,0.09941377701013465
2011-01-01,71.75,-150.75,3.76599755859375,0.760355063189041,0.09934528480663667
2011-01-01,71.75,-150.0,3.754960693359375,0.7497003167117037,0.09870878859520295
2011-01-01,71.75,-149.25,3.71448828125,0.759633363608941,0.0927605252088583
2011-01-01,71.75,-148.5,3.700918212890625,0.756595259253282,0.10172229983758561
2011-01-01,71.75,-147.75,3.65577685546875,0.757739360503727,0.09589951010808868
2011-01-01,71.75,-147.0,3.6217490234375,0.7620678279113419,0.09672947874755347
2011-01-01,71.75,-146.25,3.5667919921875,0.7678440235683914,0.09399840967376914
2011-01-01,71.75,-145.5,3.5326884765625,0.7618198073193493,0.09967471088390104
2011-01-01,71.75,-144.75,3.46111865234375,0.7609553697549791,0.09283640641390213
2011-01-01,71.75,-144.0,3.456080078125,0.757604383986978,0.0951932178880089
2011-01-01,71.75,-143.25,3.35812841796875,0.75968750092996,0.09052136619590631
2011-01-01,71.75,-142.5,3.355723876953125,0.7575995343794066,0.0962595879817866
2011-01-01,71.75,-141.75,3.288944580078125,0.750253547633982,0.10755652274418018
2011-01-01,71.75,-141.0,3.238229248046875,0.7528910625337667,0.09166799590011232
2011-01-01,71.75,-140.25,3.1314365234375,0.7532204393174761,0.090980925948408
2011-01-01,71.75,-139.5,3.06489111328125,0.7565011692292165,0.090410271186539
2011-01-01,71.75,-138.75,2.83893310546875,0.7517714984215933,0.09048780881272692
2011-01-01,71.75,-138.0,2.750547607421875,0.7541237741436149,0.09404142717670731
2011-01-01,71.75,-137.25,2.634674560546875,0.7506705519187546,0.09239103080066408
2011-01-01,71.75,-136.5,2.661132080078125,0.7486097185664637,0.12421583422332504
2011-01-01,71.75,-135.75,2.54809228515625,0.7391209645629667,0.09926775606490897
2011-01-01,71.75,-135.0,2.511013916015625,0.7403486646527135,0.09854135495320142
2011-01-01,71.75,-134.25,2.36475390625,0.7331874774281987,0.13524039248487946
2011-01-01,71.75,-133.5,2.239060791015625,0.741543081231865,0.09587122950495429
2011-01-01,71.75,-132.75,2.09888916015625,0.7376315142718015,0.09809677497999879
2011-01-01,71.75,-132.0,1.980870849609375,0.727841791222899,0.12144062940796341
2011-01-01,71.75,-131.25,1.76920849609375,0.7332537551893978,0.098555629537434
2011-01-01,71.75,-130.5,1.4510892333984375,0.7421272690866589,0.09168154342667002
2011-01-01,71.75,-129.75,1.039205322265625,0.7388806460972382,0.09557926518826608
2011-01-01,72.0,-158.25,1.4506046142578124,0.6527508965329741,0.09727330497380741
2011-01-01,72.0,-157.5,1.893949096679688,0.6196613589947394,0.14099518793622484
2011-01-01,72.0,-156.75,2.43945458984375,0.5944127394008364,0.16600034969009814
2011-01-01,72.0,-156.0,2.79805712890625,0.617672012698601,0.1651894933808246
2011-01-01,72.0,-155.25,3.098450927734375,0.6476036940970753,0.15015041819257438
2011-01-01,72.0,-154.5,3.50368017578125,0.6790878251906524,0.1519176419619166
2011-01-01,72.0,-153.75,3.74474267578125,0.6783245708202224,0.14731022646383737
2011-01-01,72.0,-153.0,3.8470166015625,0.7021380932028003,0.1332061122339925
2011-01-01,72.0,-152.25,3.82702978515625,0.748506770240783,0.11032790948548801
2011-01-01,72.0,-151.5,3.829647705078125,0.7548570694372224,0.10499683837022297
2011-01-01,72.0,-150.75,3.775403076171875,0.7600501370931902,0.09540932642358088
2011-01-01,72.0,-150.0,3.760022705078125,0.7607213168138561,0.10278876160649711
2011-01-01,72.0,-149.25,3.7272060546875,0.7687575193646605,0.08538526460214002
2011-01-01,72.0,-148.5,3.70322412109375,0.7698790194249314,0.09206924235806897
2011-01-01,72.0,-147.75,3.680564697265625,0.7625075193742991,0.09772898587718437
2011-01-01,72.0,-147.0,3.646202392578125,0.7620444556936303,0.09577382041433068
2011-01-01,72.0,-146.25,3.6181142578125,0.7681511567399844,0.08763235216638798
2011-01-01,72.0,-145.5,3.56808740234375,0.7626961412521392,0.08696981356756665
2011-01-01,72.0,-144.75,3.51717724609375,0.7609202317527727,0.12134808391987573
2011-01-01,72.0,-144.0,3.487466552734375,0.7593815055323695,0.10738930609811229
2011-01-01,72.0,-143.25,3.453953125,0.7581653467060849,0.09240540462445918
2011-01-01,72.0,-142.5,3.421372314453125,0.7583612627146343,0.09454018931468625
2011-01-01,72.0,-141.75,3.362873291015625,0.7531146776438717,0.09164067039319268
2011-01-01,72.0,-141.0,3.278041259765625,0.7619824479935825,0.08781049682651762
2011-01-01,72.0,-140.25,3.2401689453125,0.7541149317135484,0.08518745416398166
2011-01-01,72.0,-139.5,3.063823974609375,0.7472143799096385,0.09980382652660265
2011-01-01,72.0,-138.75,2.96281689453125,0.7434433279790529,0.08985973370568377
2011-01-01,72.0,-138.0,2.82132080078125,0.7464206037516103,0.09794729289096285
2011-01-01,72.0,-137.25,2.81123486328125,0.7455699443826249,0.08922392481205255
2011-01-01,72.0,-136.5,2.8087294921875,0.7528673972715593,0.09367357303899634
2011-01-01,72.0,-135.75,2.72753857421875,0.7473139211374775,0.09465960869333265
2011-01-01,72.0,-135.0,2.639552490234375,0.7527712005985443,0.11177534649532846
2011-01-01,72.0,-134.25,2.51325732421875,0.7471047445605794,0.1035809209627748
2011-01-01,72.0,-133.5,2.426281494140625,0.7432417720050684,0.09665826011493647
2011-01-01,72.0,-132.75,2.336964599609375,0.7263388797536914,0.12273190210274677
2011-01-01,72.0,-132.0,2.21754248046875,0.7378410599468664,0.09100355438694846
2011-01-01,72.0,-131.25,2.029524291992188,0.7391465720087671,0.09791070535108315
2011-01-01,72.0,-130.5,1.8549271240234373,0.7353889855446396,0.09432606238431751
2011-01-01,72.0,-129.75,1.06453076171875,0.7453634039588423,0.09731807134732097
2011-01-01,72.25,-159.0,1.2579296875,0.6452442314491945,0.11099691989430373
2011-01-01,72.25,-158.25,2.137400146484375,0.590330618589081,0.14471046867066872
2011-01-01,72.25,-157.5,2.590095947265625,0.6017801610683942,0.16369510949933685
2011-01-01,72.25,-156.75,2.6628583984375,0.6178830665286749,0.16546816691157026
2011-01-01,72.25,-156.0,3.142675537109375,0.6361789755337267,0.151372758642067
2011-01-01,72.25,-155.25,3.518902099609375,0.641939026805262,0.15521518265247533
2011-01-01,72.25,-154.5,3.806035400390625,0.6845995468587363,0.15248166770661992
2011-01-01,72.25,-153.75,3.864096435546875,0.7060474461785581,0.13816876190721047
2011-01-01,72.25,-153.0,3.86143603515625,0.7306617918017193,0.10977635703665295
2011-01-01,72.25,-152.25,3.836636474609375,0.7458028177061632,0.08520702787579552
2011-01-01,72.25,-151.5,3.839283447265625,0.7600753868366097,0.09557630235992629
2011-01-01,72.25,-150.75,3.788990478515625,0.7674286649634546,0.09109598178273609
2011-01-01,72.25,-150.0,3.759298583984375,0.7583845595043502,0.0970799632982046
2011-01-01,72.25,-149.25,3.658266357421875,0.7725017648686325,0.09864531062371437
2011-01-01,72.25,-148.5,3.705099365234375,0.7745714998411053,0.08651425487655569
2011-01-01,72.25,-147.75,3.718744384765625,0.7656916597152831,0.09257929121892006
2011-01-01,72.25,-147.0,3.6957861328125,0.7652328220042659,0.09109081339665377
2011-01-01,72.25,-146.25,3.642347900390625,0.7649138817151371,0.11045856458411486
2011-01-01,72.25,-145.5,3.60203125,0.757989051999522,0.07951809101903552
2011-01-01,72.25,-144.75,3.57991943359375,0.7649061437718593,0.08519211009344937
2011-01-01,72.25,-144.0,3.5239736328125,0.764452925010429,0.08743022298242747
2011-01-01,72.25,-143.25,3.531654296875,0.7556378005262877,0.08667895871334856
2011-01-01,72.25,-142.5,3.54074462890625,0.760438911481376,0.08798060258232679
2011-01-01,72.25,-141.75,3.44105322265625,0.7549818127673167,0.08953796732115714
2011-01-01,72.25,-141.0,3.350737548828125,0.752720770892455,0.0894013810163088
2011-01-01,72.25,-140.25,3.319400146484375,0.7422201147216161,0.08831132701135513
2011-01-01,72.25,-139.5,3.231548583984375,0.7497108636432619,0.08500729907523931
2011-01-01,72.25,-138.75,3.117359130859375,0.7562858144514494,0.08926378501244109
2011-01-01,72.25,-138.0,3.00595751953125,0.7573898817021416,0.09016251635723681
2011-01-01,72.25,-137.25,2.9747158203125,0.7508025247595597,0.08354970834006172
2011-01-01,72.25,-136.5,2.94494384765625,0.7506100388109044,0.1109446623549934
2011-01-01,72.25,-135.75,2.85624169921875,0.7506451468288021,0.08708244820579779
2011-01-01,72.25,-135.0,2.7673271484375,0.7486625212205027,0.09105787272295932
2011-01-01,72.25,-134.25,2.665256591796875,0.741325575735074,0.08572534349814502
2011-01-01,72.25,-133.5,2.592342041015625,0.7360313335439208,0.0859008969022446
2011-01-01,72.25,-132.75,2.499519287109375,0.7247757316241812,0.09350721123009254
2011-01-01,72.25,-132.0,2.425041748046875,0.7432417814694382,0.08894820471305392
2011-01-01,72.25,-131.25,2.320058837890625,0.7400504183997358,0.08742650463411833
2011-01-01,72.25,-130.5,2.12148974609375,0.7316261210082188,0.09286095624359118
2011-01-01,72.25,-129.75,0.901242431640625,0.7361944320648255,0.09484091150914334
