Datetime,Latitude,Longitude,Dynamic_Height,DH_error
2012-01-01 00:00:00,85.0,-179.25,0.3261874839182611,0.06794453525846592
2012-01-01 00:00:00,85.0,-178.5,0.31941933406578427,0.0564954671204276
2012-01-01 00:00:00,85.0,-177.75,0.32190554490996764,0.047886009399748124
2012-01-01 00:00:00,85.0,-177.0,0.3153970498917381,0.07089310623469007
2012-01-01 00:00:00,85.0,-176.25,0.31532028662559103,0.06776245621552945
2012-01-01 00:00:00,85.0,-175.5,0.31729390990452483,0.07719442373868318
2012-01-01 00:00:00,85.0,-174.75,0.33388677413942686,0.06387945232759835
2012-01-01 00:00:00,85.0,-174.0,0.3233427221237042,0.07802498267954117
2012-01-01 00:00:00,85.0,-173.25,0.3259419250805941,0.0839274074320455
2012-01-01 00:00:00,85.0,-172.5,0.3356769650223926,0.05462905348543129
2012-01-01 00:00:00,85.0,-171.75,0.3356429739576755,0.08268045994134084
2012-01-01 00:00:00,85.0,-171.0,0.33386099934411795,0.09403912975807763
2012-01-01 00:00:00,85.0,-170.25,0.3289796863532876,0.10142975821873154
2012-01-01 00:00:00,85.0,-169.5,0.32818021216612414,0.10345405915929437
2012-01-01 00:00:00,85.0,-168.75,0.3349919045021636,0.10232071262704423
2012-01-01 00:00:00,85.0,-168.0,0.3358052228251259,0.09564456018306985
2012-01-01 00:00:00,85.0,-167.25,0.3345196904944878,0.0996285478676035
2012-01-01 00:00:00,85.0,-166.5,0.33737765299025,0.08980663286551667
2012-01-01 00:00:00,85.0,-165.75,0.33816352899885704,0.08941373350658174
2012-01-01 00:00:00,85.0,-165.0,0.3389487256625746,0.09320448943673056
2012-01-01 00:00:00,85.0,-164.25,0.33936883577071575,0.0953093834061829
2012-01-01 00:00:00,85.0,-163.5,0.33917759798390545,0.09393704615082983
2012-01-01 00:00:00,85.0,-162.75,0.3402907454598776,0.10183760414922666
2012-01-01 00:00:00,85.0,-162.0,0.3411843565372875,0.09593367795835059
2012-01-01 00:00:00,85.0,-161.25,0.344997410976214,0.09140880151783275
2012-01-01 00:00:00,85.0,-160.5,0.3444091944647466,0.09826589576579664
2012-01-01 00:00:00,85.0,-159.75,0.35094064956460297,0.09206600404282039
2012-01-01 00:00:00,85.0,-159.0,0.3409325024183576,0.08851891614684904
2012-01-01 00:00:00,85.0,-158.25,0.3482489175926818,0.08512537764888817
2012-01-01 00:00:00,85.0,-157.5,0.34904874604259983,0.0769295442932893
2012-01-01 00:00:00,85.0,-156.75,0.3505683116118992,0.07225137412137947
2012-01-01 00:00:00,85.0,-156.0,0.3531284056885402,0.07778009150206817
2012-01-01 00:00:00,85.0,-155.25,0.3548586026693662,0.07800141937460259
2012-01-01 00:00:00,85.0,-154.5,0.3557829790120835,0.07798974448506381
2012-01-01 00:00:00,85.0,-153.75,0.3575966523425485,0.08197982403577575
2012-01-01 00:00:00,85.0,-153.0,0.3578872880525435,0.07255926799771119
2012-01-01 00:00:00,85.0,-152.25,0.3618048412372858,0.08521242385303558
2012-01-01 00:00:00,85.0,-151.5,0.3664047766772911,0.08315218349921993
2012-01-01 00:00:00,85.0,-150.75,0.36803727756248733,0.07769704505641624
2012-01-01 00:00:00,85.0,-150.0,0.3685907688172299,0.07399839744659997
2012-01-01 00:00:00,85.0,-149.25,0.3713192217317762,0.07180952098929796
2012-01-01 00:00:00,85.0,-148.5,0.3715729704897405,0.0731951677402869
2012-01-01 00:00:00,85.0,-147.75,0.3751086928182509,0.0624998753597247
2012-01-01 00:00:00,85.0,-147.0,0.37761807739867875,0.06600693652683225
2012-01-01 00:00:00,85.0,-146.25,0.37660082759671415,0.06798242070248428
2012-01-01 00:00:00,85.0,-145.5,0.37965294696419793,0.06903655899329328
2012-01-01 00:00:00,85.0,-144.75,0.3816875153907096,0.0596959038567965
2012-01-01 00:00:00,85.0,-144.0,0.38753606043090516,0.057540742597037266
2012-01-01 00:00:00,85.0,-143.25,0.4105089519684606,0.054172853816087406
2012-01-01 00:00:00,85.0,-142.5,0.415432100652099,0.06449666841096977
2012-01-01 00:00:00,85.0,-141.75,0.4189815374387884,0.05590693018566532
2012-01-01 00:00:00,85.0,-141.0,0.4200930881786652,0.06577435566464625
2012-01-01 00:00:00,85.0,-140.25,0.419795256867053,0.04611105369315796
2012-01-01 00:00:00,85.0,-139.5,0.419177329315945,0.06823247848071162
2012-01-01 00:00:00,85.0,-138.75,0.4006458742573157,0.06874535877401057
2012-01-01 00:00:00,85.0,-138.0,0.4179287778124066,0.06047284909564994
2012-01-01 00:00:00,85.0,-137.25,0.4175394204014412,0.06533701645544246
2012-01-01 00:00:00,85.0,-136.5,0.42152576121600405,0.05262268107932609
2012-01-01 00:00:00,85.0,-135.75,0.41512376702514625,0.07048822619789481
2012-01-01 00:00:00,85.0,-135.0,0.4110470968941888,0.07958620446029689
2012-01-01 00:00:00,85.0,-134.25,0.409176783021053,0.06124943079016978
2012-01-01 00:00:00,85.0,-133.5,0.4103472782380888,0.05008162225691719
2012-01-01 00:00:00,85.0,-132.75,0.4099957290559403,0.05944046050763712
2012-01-01 00:00:00,85.0,-132.0,0.4088871131945679,0.06348667236704923
2012-01-01 00:00:00,85.0,-131.25,0.4088700300390757,0.06279387301310357
2012-01-01 00:00:00,85.0,-130.5,0.40350534986854264,0.06570993536394498
2012-01-01 00:00:00,85.0,-129.75,0.4052182927978915,0.06808238831785522
2012-01-01 00:00:00,85.0,-129.0,0.40013275664795933,0.051861625641508834
2012-01-01 00:00:00,85.0,-128.25,0.4257513291660918,0.06841830068473839
