Datetime,Latitude,Longitude,Dynamic_height
2011-06-09,77.8631,-138.7439,0.6155806902897776
2011-06-10,77.8453,-138.8116,0.6149812401327301
2011-06-10,77.8369,-138.8454,0.6163656706828241
2011-06-11,77.8096,-138.9519,0.6172297823622299
2011-06-11,77.8053,-138.9895,0.6200122815662766
2011-06-12,77.7686,-139.1197,0.6194462790703018
2011-06-12,77.7532,-139.1952,0.6183711737769464
2011-06-13,77.7381,-139.445,0.6225066628338459
2011-06-13,77.7373,-139.5122,0.6245101212248967
2011-06-14,77.7413,-139.7548,0.6222784510543302
2011-06-14,77.7549,-139.8796,0.6203997618249547
2011-06-15,77.7769,-140.2203,0.6206144589059766
2011-06-15,77.7876,-140.2061,0.6227831134533358
2011-06-16,77.8338,-140.0471,0.6190768321033122
2011-06-16,77.8553,-140.0745,0.6157074635478939
2011-06-17,77.8968,-139.9154,0.6161118916188194
2011-06-17,77.9028,-139.9071,0.6200421256169127
2011-06-18,77.9353,-139.8319,0.613181828286198
2011-06-18,77.9386,-139.7725,0.6190555805281488
2011-06-19,77.9537,-139.6608,0.6134665408583516
2011-06-19,77.9605,-139.6221,0.6179411484709403
2011-06-20,77.92,-139.6183,0.6145176994799572
2011-06-20,77.8847,-139.6116,0.611998338420947
2011-06-21,77.8422,-139.3474,0.6202519601323128
2011-06-21,77.8434,-139.1966,0.616734987234069
2011-06-22,77.8657,-138.7824,0.6181915631692876
2011-06-22,77.8716,-138.6579,0.616169349232358
2011-06-23,77.8572,-138.596,0.6185699048561681
2011-06-23,77.8469,-138.6215,0.618530767685007
2011-06-24,77.793,-138.6738,0.6224775827581897
2011-06-24,77.7713,-138.6418,0.6215071708570807
2011-06-25,77.7196,-138.5715,0.6274721755728107
2011-06-25,77.706,-138.5529,0.6269056144405678
2011-06-26,77.6917,-138.5091,0.6282472272237993
2011-06-26,77.6907,-138.463,0.6297978702103959
2011-06-27,77.7036,-138.3397,0.6286853515892925
2011-06-27,77.703,-138.2939,0.6283711257422512
2011-06-28,77.6991,-138.2203,0.627954379329241
2011-06-28,77.6976,-138.2164,0.6302134008334109
2011-06-29,77.6852,-138.285,0.6286021281570945
2011-06-29,77.6704,-138.3599,0.6247122225664625
2011-06-30,77.6544,-138.587,0.6315879762352207
2011-06-30,77.6478,-138.6483,0.6289398200108995
2011-07-01,77.6425,-139.0945,0.6327433133904944
2011-07-01,77.6666,-139.2466,0.6284383100578929
2011-07-02,77.698,-139.3232,0.6294079232109214
2011-07-02,77.7083,-139.3204,0.6333855201353161
2011-07-03,77.7622,-139.4785,0.6298225049626902
2011-07-03,77.7861,-139.5293,0.6316911669826835
2011-07-04,77.808,-139.6916,0.6278533673725215
2011-07-04,77.8052,-139.8161,0.6277534692010809
2011-07-05,77.8077,-140.329,0.6291092223982823
2011-07-05,77.8015,-140.4736,0.6289337958939488
2011-07-06,77.7763,-140.9386,0.6367573869178047
2011-07-06,77.7646,-141.0594,0.6374224164211666
2011-07-07,77.7388,-141.3697,0.6394299576574197
2011-07-07,77.7412,-141.4862,0.6423616098149333
2011-07-08,77.7364,-141.6067,0.640634946963608
2011-07-08,77.7223,-141.6394,0.6433528558842826
2011-07-09,77.6924,-141.9376,0.6422025537199217
2011-07-09,77.6873,-142.0357,0.6421459344641361
2011-07-10,77.6579,-142.3554,0.6436485812433791
2011-07-10,77.6507,-142.4666,0.640710525682133
2011-07-11,77.627,-142.7665,0.645134460390253
2011-07-11,77.6195,-142.8404,0.6440285498961836
2011-07-12,77.5948,-143.006,0.6474725413226434
2011-07-12,77.5872,-143.0388,0.6476401457107823
2011-07-13,77.5585,-143.0726,0.6490573713141614
2011-07-13,77.546,-143.0614,nan
2011-07-14,77.4994,-143.1017,0.6508225744572337
2011-07-14,77.4885,-143.1403,0.6514745175341893
2011-07-15,77.4728,-143.1754,0.6524421350168863
2011-07-15,77.4644,-143.1775,0.6515405407637378
2011-07-16,77.4477,-143.2265,0.6532406425150101
2011-07-16,77.4433,-143.2448,0.6532286174009619
2011-07-17,77.4433,-143.3098,0.6539190149826164
2011-07-17,77.4315,-143.3232,0.6536539238735707
2011-07-18,77.4252,-143.3853,0.6549274721934826
2011-07-18,77.4267,-143.4256,0.6515302240840245
2011-07-19,77.4512,-143.5829,0.6549721087946889
2011-07-19,77.4623,-143.6158,0.6496868812748439
2011-07-20,77.4774,-143.7017,0.6535605276333893
2011-07-20,77.4768,-143.7107,0.6523461801389353
2011-07-21,77.4598,-143.6782,0.6538668819261368
2011-07-21,77.4548,-143.6402,0.6520179291981567
2011-07-22,77.4618,-143.6256,0.6536945293545456
2011-07-22,77.4726,-143.6064,0.6519465484094387
2011-07-23,77.4754,-143.5794,0.6549949760702328
2011-07-23,77.4772,-143.5687,0.6529614031791325
2011-07-24,77.4896,-143.5779,0.6534670192123969
2011-07-24,77.4968,-143.5557,0.65223703835761
2011-07-25,77.4953,-143.5535,0.6539027692984765
2011-07-25,77.4845,-143.5554,0.6570344886268721
2011-07-26,77.4414,-143.4438,0.6573530339711557
2011-07-26,77.415,-143.396,0.661622428323886
2011-07-27,77.3565,-143.2153,0.6613201623378938
2011-07-27,77.3468,-143.1081,0.6669997922363589
2011-07-28,77.3381,-142.8381,0.6609954140888207
2011-07-28,77.3578,-142.697,0.6650212066829062
2011-07-29,77.4798,-142.1049,0.6618615489617212
2011-07-29,77.5082,-141.9609,0.6576026772427106
2011-07-30,77.5417,-141.7457,0.6596373859225286
2011-07-30,77.5846,-141.7382,0.677190427667175
2011-07-31,77.6481,-141.413,0.6545566086164927
2011-07-31,77.673,-141.2942,0.6569853374030928
2011-08-01,77.7354,-141.0992,0.6510048631441948
2011-08-01,77.7529,-141.0663,0.6548451727697262
2011-08-02,77.8041,-141.0766,0.6490568877768402
2011-08-02,77.8003,-141.075,0.6552381367900909
2011-08-03,77.8106,-141.2322,0.6499251442166066
2011-08-03,77.8291,-141.2798,0.64826202422006
2011-08-04,77.9063,-141.5158,0.6474910691039357
2011-08-04,77.9275,-141.611,0.6428039422444541
2011-08-05,77.9473,-141.7796,0.648000842353345
2011-08-05,77.9426,-141.8611,0.6470842366909018
2011-08-06,77.9355,-141.932,0.6479428495143255
2011-08-06,77.9323,-141.9696,0.651142958026094
2011-08-07,77.9391,-142.0297,0.6474122167886596
2011-08-07,77.9526,-142.1893,0.6441073517476039
2011-08-08,77.981,-141.8901,0.6459388072158627
2011-08-08,77.9701,-141.8763,0.6518071272354259
2011-08-09,77.9857,-142.1138,0.645449546310581
2011-08-09,77.9912,-142.2703,0.6441700897276225
2011-08-10,78.0217,-142.4312,0.6432800966105885
2011-08-10,78.0123,-142.4697,0.6438572485151253
2011-08-11,77.9984,-142.6438,0.6409040594819942
2011-08-11,77.9745,-142.7285,0.6464864864978882
2011-08-12,77.9477,-142.8374,0.6433968154337929
2011-08-12,77.9242,-142.8211,0.6457126831721514
2011-08-13,77.9061,-142.6896,0.6467705084800419
2011-08-13,77.8816,-142.6599,0.6481986142541767
2011-08-14,77.8966,-142.6865,0.6445830925397106
2011-08-14,77.8888,-142.6451,0.6494367273027444
2011-08-15,77.9091,-142.6454,0.6441644468077495
2011-08-15,77.8986,-142.5876,0.6520704524274845
2011-08-16,77.8818,-142.4191,0.6467949357766483
2011-08-16,77.8519,-142.2855,0.660839150891647
2011-08-17,77.7961,-142.0027,0.6506243918280217
2011-08-17,77.7758,-141.9366,0.6559576093608359
2011-08-18,77.7633,-141.9464,0.6522719221436724
2011-08-18,77.7443,-142.0107,0.6617318825206038
2011-08-19,77.7419,-142.0018,0.6554550879681704
2011-08-19,77.7469,-141.8547,0.6632767207021398
2011-08-20,77.7953,-141.6263,0.6497174501297005
2011-08-20,77.7902,-141.5186,0.6620759665894107
2011-08-21,77.8122,-141.2606,0.6480495304844321
2011-08-21,77.8114,-141.1531,0.6600388090115614
2011-08-22,77.8794,-141.4615,0.5460763651367392
2011-08-22,77.9324,-141.5803,0.6471643614464945
2011-08-23,78.0804,-141.9795,0.0731663740367357
2011-08-24,78.1918,-142.0571,0.6239098762906097
2011-08-24,78.2225,-142.0742,0.6303514452102814
2011-08-25,78.2414,-142.2642,0.6217210557741191
2011-08-25,78.2616,-142.2808,0.6292216091757986
2011-08-26,78.2751,-142.496,0.6193554643975352
2011-08-26,78.2784,-142.5987,0.6173719576960393
2011-08-27,78.2918,-142.6792,0.616294077909201
