Latitude,Longitude,Dynamic_Height
70.75,-141.0,0.6084606882860065
70.75,-140.5,0.5971515274587126
70.75,-140.0,0.5880438015753009
70.75,-139.5,0.5764791622034495
70.75,-139.0,0.5638710283955386
70.75,-138.5,0.5489084696793336
70.75,-138.0,0.5360816419009974
70.75,-137.5,0.5376221706962274
70.75,-137.0,0.5116900301527288
70.75,-136.5,0.4982272672413517
70.75,-136.0,0.508192453978596
70.75,-135.5,0.5387442172988879
70.75,-135.0,0.5086247680579579
70.75,-134.5,0.5360850071672386
70.75,-134.0,0.5247453855993193
70.75,-133.5,0.5646556077102807
70.75,-133.0,0.5858131738471292
70.75,-132.5,0.6072283210799077
70.75,-132.0,0.6163304344429836
70.75,-131.5,0.654638339075649
70.75,-131.0,0.6902110354890705
70.75,-130.5,0.7130717457270402
70.75,-130.0,0.7024995168949949
70.75,-129.5,0.7136400281438776
70.75,-129.0,0.7132471130885947
70.75,-128.5,0.7116951077708614
70.75,-128.0,0.7170683763176492
70.75,-127.5,0.7121866881947159
70.75,-127.0,0.7089681193906462
70.75,-126.5,0.684730050105757
70.75,-126.0,0.6356346336053136
70.75,-125.5,0.6227758227680756
70.75,-125.0,0.6228453327769999
71.0,-155.0,0.8439862446067998
71.0,-154.5,0.8298102631048723
71.0,-154.0,0.839588401897141
71.0,-153.5,0.8002413238623206
71.0,-153.0,0.8081833950429405
71.0,-152.5,0.7962036985948726
71.0,-152.0,0.7890917083054143
71.0,-151.5,0.7610830567655245
71.0,-151.0,0.7321694552104046
71.0,-150.5,0.7413170250831931
71.0,-150.0,0.7211546811843536
71.0,-149.5,0.6963698055081334
71.0,-149.0,0.6577680681051308
71.0,-148.5,0.5791845262270404
71.0,-148.0,0.5862222380483686
71.0,-147.5,0.5993192061240825
71.0,-147.0,0.6010725373466272
71.0,-146.5,0.5883243312406192
71.0,-146.0,0.6507465910110368
71.0,-145.5,0.6261563336805851
71.0,-145.0,0.6232785903733118
71.0,-144.5,0.6208850068274987
71.0,-144.0,0.6255912005476691
71.0,-143.5,0.6256152436684952
71.0,-143.0,0.6337454668112283
71.0,-142.5,0.6254542238477249
71.0,-142.0,0.6272116294014054
71.0,-141.5,0.6275689500546311
71.0,-141.0,0.6181456350554335
71.0,-140.5,0.6069526004391137
71.0,-140.0,0.5990890083901481
71.0,-139.5,0.5885536971537755
71.0,-139.0,0.5847197028607805
71.0,-138.5,0.5761440246730005
71.0,-138.0,0.5570797643783973
71.0,-137.5,0.5363305625672962
71.0,-137.0,0.519539604974013
71.0,-136.5,0.5097859661792312
71.0,-136.0,0.5174076893871713
71.0,-135.5,0.4976227767798492
71.0,-135.0,0.5145547183273688
71.0,-134.5,0.5009648927192671
71.0,-134.0,0.5303563830360276
71.0,-133.5,0.5192377119847797
71.0,-133.0,0.533125557521571
71.0,-132.5,0.5615164745581668
71.0,-132.0,0.5976726245965995
71.0,-131.5,0.6502732290995492
71.0,-131.0,0.6715332121720351
71.0,-130.5,0.7036020614057408
71.0,-130.0,0.7075340535745173
71.0,-129.5,0.7000809407591072
71.0,-129.0,0.7032712740463049
71.0,-128.5,0.7079495443676532
71.0,-128.0,0.711843350360022
71.0,-127.5,0.710444994550137
71.0,-127.0,0.7147760157022949
71.0,-126.5,0.7175815772440683
71.0,-126.0,0.7111400659614665
71.0,-125.5,0.6856360805187405
71.0,-125.0,0.6427609058440454
71.25,-155.0,0.832994343930413
71.25,-154.5,0.8012827214139873
71.25,-154.0,0.7966955670142951
71.25,-153.5,0.7669869103525913
71.25,-153.0,0.7779658501991653
71.25,-152.5,0.7530464554328806
71.25,-152.0,0.7189289360784813
71.25,-151.5,0.7466604905739291
71.25,-151.0,0.7284880446949407
71.25,-150.5,0.7188328404578949
71.25,-150.0,0.7104660871197025
71.25,-149.5,0.7080518457263032
71.25,-149.0,0.6964251145103196
71.25,-148.5,0.6421370624245542
71.25,-148.0,0.5560404655226935
71.25,-147.5,0.6112060786902637
71.25,-147.0,0.6038356348256302
71.25,-146.5,0.6038352602623303
71.25,-146.0,0.6000864560108164
71.25,-145.5,0.6149378825861946
71.25,-145.0,0.6346894079891959
71.25,-144.5,0.6337798640687893
71.25,-144.0,0.6136711066237759
71.25,-143.5,0.614628744826397
71.25,-143.0,0.638318010220211
71.25,-142.5,0.6404911938106399
71.25,-142.0,0.6263074036715878
71.25,-141.5,0.6267731935577932
71.25,-141.0,0.6246953113857736
71.25,-140.5,0.6194825927177602
71.25,-140.0,0.6134639088168552
71.25,-139.5,0.6040161489260916
71.25,-139.0,0.5925100223553104
71.25,-138.5,0.5743491438848738
71.25,-138.0,0.5581207102967943
71.25,-137.5,0.5425519854751581
71.25,-137.0,0.5514697803082428
71.25,-136.5,0.5319438921133766
71.25,-136.0,0.5264335196568142
71.25,-135.5,0.5325899637514128
71.25,-135.0,0.5216954633114755
71.25,-134.5,0.5302510352168691
71.25,-134.0,0.5224072420059322
71.25,-133.5,0.5350093578915978
71.25,-133.0,0.544702175374866
71.25,-132.5,0.5487448829193664
71.25,-132.0,0.5811282519214315
71.25,-131.5,0.6033909962027779
71.25,-131.0,0.6434314620907363
71.25,-130.5,0.6761763811715624
71.25,-130.0,0.7075883705875519
71.25,-129.5,0.7067832302777686
71.25,-129.0,0.6972078336347068
71.25,-128.5,0.7140180269407165
71.25,-128.0,0.7137098968027925
71.25,-127.5,0.7154229446264603
71.25,-127.0,0.7119353564496284
71.25,-126.5,0.712970348967749
71.25,-126.0,0.7090418325079076
71.25,-125.5,0.7010532827682019
71.25,-125.0,0.7016511449886081
71.5,-155.0,0.7789348775270021
71.5,-154.5,0.7729630964166894
71.5,-154.0,0.7143394850023456
71.5,-153.5,0.7557988582512641
71.5,-153.0,0.7195467868070863
71.5,-152.5,0.690988460842184
71.5,-152.0,0.7070447228659713
71.5,-151.5,0.7230761328670283
71.5,-151.0,0.7376255930809896
71.5,-150.5,0.7013121352131464
71.5,-150.0,0.6981946708000353
71.5,-149.5,0.6855550061459252
71.5,-149.0,0.6935445876665385
71.5,-148.5,0.6863926625572099
71.5,-148.0,0.6542970388467435
71.5,-147.5,0.6207612075412277
71.5,-147.0,0.6506035598223542
71.5,-146.5,0.5971327775701026
71.5,-146.0,0.6239536847814797
71.5,-145.5,0.6062060322460389
71.5,-145.0,0.6278352710256211
71.5,-144.5,0.6388994374194722
71.5,-144.0,0.6171534182591702
71.5,-143.5,0.627820586057145
71.5,-143.0,0.6239499718566522
71.5,-142.5,0.6534179101022431
71.5,-142.0,0.6300029079343972
71.5,-141.5,0.6351601538278144
71.5,-141.0,0.6301809786348369
71.5,-140.5,0.6370748907172723
71.5,-140.0,0.6226244999868473
71.5,-139.5,0.6182034584834144
71.5,-139.0,0.6054554710492819
71.5,-138.5,0.58949309276077
71.5,-138.0,0.5780708313311628
71.5,-137.5,0.5664956280934702
71.5,-137.0,0.5636362050102954
71.5,-136.5,0.5482012816131792
71.5,-136.0,0.5493582161906531
71.5,-135.5,0.5516981090875291
71.5,-135.0,0.5320484020817491
71.5,-134.5,0.5395127123193344
71.5,-134.0,0.5274905806535007
71.5,-133.5,0.5441201139862855
71.5,-133.0,0.5267485100166713
71.5,-132.5,0.5362522024056445
71.5,-132.0,0.5452561689918756
71.5,-131.5,0.5654501127931668
71.5,-131.0,0.6010259471824164
71.5,-130.5,0.6481525775782004
71.5,-130.0,0.6841316569518718
71.5,-129.5,0.6985127535580449
71.5,-129.0,0.7051650160719173
71.5,-128.5,0.7059099691490508
71.5,-128.0,0.7074259481741794
71.5,-127.5,0.711005590652694
71.5,-127.0,0.7085462765985358
71.5,-126.5,0.7215649431045903
71.5,-126.0,0.717224868794468
71.5,-125.5,0.7139418740205717
71.5,-125.0,0.7066375144106003
71.75,-155.0,0.7827541072527046
71.75,-154.5,0.721194604683416
71.75,-154.0,0.6909805904175774
71.75,-153.5,0.6652561923653965
71.75,-153.0,0.7441236798161127
71.75,-152.5,0.7029021494836791
71.75,-152.0,0.7099010751220748
71.75,-151.5,0.7391724263030237
71.75,-151.0,0.711271627630643
71.75,-150.5,0.7121350730736896
71.75,-150.0,0.6848225220105366
71.75,-149.5,0.6848416406618649
71.75,-149.0,0.6877611133241855
71.75,-148.5,0.6723887806693443
71.75,-148.0,0.6591154365900695
71.75,-147.5,0.6548589868224839
71.75,-147.0,0.6552094536020185
71.75,-146.5,0.6443157341103725
71.75,-146.0,0.6300869014480222
71.75,-145.5,0.6251538068009268
71.75,-145.0,0.6305527940009517
71.75,-144.5,0.639512584691059
71.75,-144.0,0.6568747555221084
71.75,-143.5,0.6486208500398081
71.75,-143.0,0.6552271818596798
71.75,-142.5,0.6536904546335416
71.75,-142.0,0.6515908114700646
71.75,-141.5,0.64791640694383
71.75,-141.0,0.6478531130557389
71.75,-140.5,0.6388054212520777
71.75,-140.0,0.6363547028632637
71.75,-139.5,0.629967102158352
71.75,-139.0,0.619112010906249
71.75,-138.5,0.6116465145788227
71.75,-138.0,0.601652489601346
71.75,-137.5,0.5871808237848226
71.75,-137.0,0.5831350474009585
71.75,-136.5,0.5857612586120711
71.75,-136.0,0.5833164852741803
71.75,-135.5,0.5599631507996649
71.75,-135.0,0.5618523997448464
71.75,-134.5,0.5576638630474509
71.75,-134.0,0.5483652822329923
71.75,-133.5,0.5516251388614386
71.75,-133.0,0.5522277679823135
71.75,-132.5,0.5452938366495954
71.75,-132.0,0.5547795054444391
71.75,-131.5,0.5566406404187728
71.75,-131.0,0.5719760059506332
71.75,-130.5,0.6015698356770802
71.75,-130.0,0.6281472382928894
71.75,-129.5,0.6904800078688221
71.75,-129.0,0.7032620465888917
71.75,-128.5,0.7153320732597956
71.75,-128.0,0.70896321539585
71.75,-127.5,0.7062821597615991
71.75,-127.0,0.7079982172651369
71.75,-126.5,0.7132878412171196
71.75,-126.0,0.7205280230117673
71.75,-125.5,0.717434781097146
71.75,-125.0,0.7169634030716227
72.0,-155.0,0.7095203200623893
72.0,-154.5,0.7026389159855544
72.0,-154.0,0.7013776665789957
72.0,-153.5,0.6932448694214298
72.0,-153.0,0.6853751697520998
72.0,-152.5,0.6553249477535386
72.0,-152.0,0.702030085609275
72.0,-151.5,0.7136138833028312
72.0,-151.0,0.7093752312528391
72.0,-150.5,0.6987761892991265
72.0,-150.0,0.6893187141676641
72.0,-149.5,0.6884762235160492
72.0,-149.0,0.689832469207817
72.0,-148.5,0.6994441851509541
72.0,-148.0,0.6813941009903411
72.0,-147.5,0.6858889324422703
72.0,-147.0,0.6666792556375578
72.0,-146.5,0.6653519487278976
72.0,-146.0,0.656888504037802
72.0,-145.5,0.6717927752658818
72.0,-145.0,0.6693645688142943
72.0,-144.5,0.6581685512714814
72.0,-144.0,0.6550823979002857
72.0,-143.5,0.6513015681774329
72.0,-143.0,0.6473497286849069
72.0,-142.5,0.6663846398324904
72.0,-142.0,0.667348513932823
72.0,-141.5,0.6566373615094747
72.0,-141.0,0.6549076699122048
72.0,-140.5,0.6554933963520697
72.0,-140.0,0.6490417527019106
72.0,-139.5,0.6397986125953811
72.0,-139.0,0.6322528799292559
72.0,-138.5,0.6334765217369789
72.0,-138.0,0.61826052217268
72.0,-137.5,0.6165654678462829
72.0,-137.0,0.6077724920597217
72.0,-136.5,0.6113551900189078
72.0,-136.0,0.6036173169330709
72.0,-135.5,0.5960286967671441
72.0,-135.0,0.5871183622708122
72.0,-134.5,0.5781011937522369
72.0,-134.0,0.5728977175035187
72.0,-133.5,0.5684075048875377
72.0,-133.0,0.5654924524131975
72.0,-132.5,0.5668429439913428
72.0,-132.0,0.5635795472999994
72.0,-131.5,0.5651431130159457
72.0,-131.0,0.5705860661528916
72.0,-130.5,0.5797461161540988
72.0,-130.0,0.6187198519491343
72.0,-129.5,0.6846667480674952
72.0,-129.0,0.7051779195696506
72.0,-128.5,0.7002212110103351
72.0,-128.0,0.7138147428463814
72.0,-127.5,0.7065137378836197
72.0,-127.0,0.7065144776887664
72.0,-126.5,0.7145107052991967
72.0,-126.0,0.7118053374311372
72.0,-125.5,0.7161731868597596
72.0,-125.0,0.7190469650851156
72.25,-155.0,0.7494982217322893
72.25,-154.5,0.7391038188313483
72.25,-154.0,0.7483629371650803
72.25,-153.5,0.6848674454389114
72.25,-153.0,0.6792392473178822
72.25,-152.5,0.6422219076696188
72.25,-152.0,0.7488433046165315
72.25,-151.5,0.7246270770003079
72.25,-151.0,0.7295331967197103
72.25,-150.5,0.7353164295774135
72.25,-150.0,0.7038000102070794
72.25,-149.5,0.6921637694453173
72.25,-149.0,0.686225702171502
72.25,-148.5,0.6875118892709867
72.25,-148.0,0.6951639648266449
72.25,-147.5,0.6860850803319721
72.25,-147.0,0.6872250151774223
72.25,-146.5,0.6867668886642065
72.25,-146.0,0.6884972670606617
72.25,-145.5,0.6845287308599032
72.25,-145.0,0.6829275215038533
72.25,-144.5,0.6744959185130983
72.25,-144.0,0.6785744923460175
72.25,-143.5,0.6791567309387869
72.25,-143.0,0.6698181338931928
72.25,-142.5,0.6718039409720963
72.25,-142.0,0.6630033971272489
72.25,-141.5,0.6700093491177181
72.25,-141.0,0.6697138859683159
72.25,-140.5,0.6614783657525539
72.25,-140.0,0.6622394600853504
72.25,-139.5,0.660582285744077
72.25,-139.0,0.6508921422560351
72.25,-138.5,0.6510968775895392
72.25,-138.0,0.6422161955575664
72.25,-137.5,0.6430650332280713
72.25,-137.0,0.6302758989358974
72.25,-136.5,0.6232832978837928
72.25,-136.0,0.626696966317726
72.25,-135.5,0.6137929072105657
72.25,-135.0,0.6071603756621451
72.25,-134.5,0.5987620999367439
72.25,-134.0,0.5949126345141494
72.25,-133.5,0.5909219765490853
72.25,-133.0,0.5850007767883971
72.25,-132.5,0.5825454981981382
72.25,-132.0,0.5880718013700852
72.25,-131.5,0.5813277792350346
72.25,-131.0,0.5825829188885258
72.25,-130.5,0.5831982021300763
72.25,-130.0,0.6147125965221307
72.25,-129.5,0.6838841215549676
72.25,-129.0,0.7040202323306683
72.25,-128.5,0.7027028244248876
72.25,-128.0,0.7139656488924134
72.25,-127.5,0.707333783806398
72.25,-127.0,0.7100614216175465
72.25,-126.5,0.706910290084841
72.25,-126.0,0.7092483911533479
72.25,-125.5,0.7007146680593311
72.25,-125.0,0.7189734728901028
72.5,-155.0,0.778905581863704
72.5,-154.5,0.7646029538626941
72.5,-154.0,0.7429291120144098
72.5,-153.5,0.7615484742984113
72.5,-153.0,0.7161462503155149
72.5,-152.5,0.7262099915748059
72.5,-152.0,0.7498510212755853
72.5,-151.5,0.7369052186781376
72.5,-151.0,0.7338433316094274
72.5,-150.5,0.7136635484353965
72.5,-150.0,0.7145792758424375
72.5,-149.5,0.7059760792589925
72.5,-149.0,0.7074968761118405
72.5,-148.5,0.7014489795807866
72.5,-148.0,0.6947017344745092
72.5,-147.5,0.6998750336054533
72.5,-147.0,0.7090783484001347
72.5,-146.5,0.7247657954591067
72.5,-146.0,0.6992939515195336
72.5,-145.5,0.6996771520511398
72.5,-145.0,0.7063604750449709
72.5,-144.5,0.7014409100967398
72.5,-144.0,0.6976706656189022
72.5,-143.5,0.7039319507027465
72.5,-143.0,0.7036281491882654
72.5,-142.5,0.6872396622666528
72.5,-142.0,0.6798315637334403
72.5,-141.5,0.6803803581809341
72.5,-141.0,0.672771132806971
72.5,-140.5,0.6750680768079507
72.5,-140.0,0.6754145102790334
72.5,-139.5,0.6695265177688507
72.5,-139.0,0.6668117236665333
72.5,-138.5,0.6628049180837375
72.5,-138.0,0.6550296016918481
72.5,-137.5,0.6555553411648563
72.5,-137.0,0.64476007560229
72.5,-136.5,0.6436396753840825
72.5,-136.0,0.6336031157267916
72.5,-135.5,0.6280454684896307
72.5,-135.0,0.6218436643482156
72.5,-134.5,0.6157269781879562
72.5,-134.0,0.6099083161064248
72.5,-133.5,0.6063452061743304
72.5,-133.0,0.6032999845252454
72.5,-132.5,0.5970838863982786
72.5,-132.0,0.6031655369443039
72.5,-131.5,0.5987199160554422
72.5,-131.0,0.5939567623734309
72.5,-130.5,0.5931543750059836
72.5,-130.0,0.6053651153046802
72.5,-129.5,0.6904780880944231
72.5,-129.0,0.6901967773654448
72.5,-128.5,0.7013916997934238
72.5,-128.0,0.7097844529318343
72.5,-127.5,0.7069430499642675
72.5,-127.0,0.711622029932773
72.5,-126.5,0.7167430193626927
72.5,-126.0,0.706848237008074
72.5,-125.5,0.7074719215773656
72.5,-125.0,0.7140324894251111
72.75,-155.0,0.8366608223967817
72.75,-154.5,0.7674470864718802
72.75,-154.0,0.7434203557777714
72.75,-153.5,0.755824772499209
72.75,-153.0,0.7319008313698034
72.75,-152.5,0.7656739926881153
72.75,-152.0,0.7565194724059567
72.75,-151.5,0.7509351155394789
72.75,-151.0,0.7390114747015468
72.75,-150.5,0.7358881268761994
72.75,-150.0,0.7251132631398497
72.75,-149.5,0.7199364918389827
72.75,-149.0,0.7085668261283943
72.75,-148.5,0.7159454844022324
72.75,-148.0,0.7089352768683529
72.75,-147.5,0.7135023890398111
72.75,-147.0,0.7242937970620776
72.75,-146.5,0.7461245824290508
72.75,-146.0,0.7378138357035261
72.75,-145.5,0.7405731586248999
72.75,-145.0,0.7335033124523997
72.75,-144.5,0.7362991693844093
72.75,-144.0,0.7390618278752621
72.75,-143.5,0.7323313383045595
72.75,-143.0,0.7203852273907145
72.75,-142.5,0.7124273606563466
72.75,-142.0,0.6949751345769829
72.75,-141.5,0.7040625192005461
72.75,-141.0,0.6875055299239691
72.75,-140.5,0.6871457863944569
72.75,-140.0,0.6867334861989541
72.75,-139.5,0.6824333970467363
72.75,-139.0,0.6845673839350738
72.75,-138.5,0.6739526375673137
72.75,-138.0,0.6720608757027201
72.75,-137.5,0.6626212371153104
72.75,-137.0,0.6560567593404567
72.75,-136.5,0.6502504729766625
72.75,-136.0,0.649924230956552
72.75,-135.5,0.6370411884249986
72.75,-135.0,0.6312329205070657
72.75,-134.5,0.6266918319793303
72.75,-134.0,0.6170642428837979
72.75,-133.5,0.6146214630963479
72.75,-133.0,0.6101924531457742
72.75,-132.5,0.610895110855892
72.75,-132.0,0.6071892979553045
72.75,-131.5,0.6048666920939846
72.75,-131.0,0.6026113446421202
72.75,-130.5,0.597045094504617
72.75,-130.0,0.632614409636798
72.75,-129.5,0.6772315012558932
72.75,-129.0,0.7080948479220941
72.75,-128.5,0.7122456628656125
72.75,-128.0,0.7066272344773636
72.75,-127.5,0.7234640837655375
72.75,-127.0,0.709421699771573
72.75,-126.5,0.7110945899299148
72.75,-126.0,0.7172625833646235
72.75,-125.5,0.7101312391307856
72.75,-125.0,0.7129237644279888
73.0,-155.0,0.8349219891637124
73.0,-154.5,0.85050738905766
73.0,-154.0,0.7908375774067101
73.0,-153.5,0.7938269986480095
73.0,-153.0,0.7917292304782831
73.0,-152.5,0.7817513486210304
73.0,-152.0,0.7710846753333233
73.0,-151.5,0.765332500395898
73.0,-151.0,0.757497120899456
73.0,-150.5,0.7457492049618941
73.0,-150.0,0.7486402697666867
73.0,-149.5,0.7339390286312572
73.0,-149.0,0.7285967870027018
73.0,-148.5,0.7295629397191961
73.0,-148.0,0.7292375368201021
73.0,-147.5,0.7219279758491144
73.0,-147.0,0.744249386928606
73.0,-146.5,0.7593451159343647
73.0,-146.0,0.7572540413182779
73.0,-145.5,0.7600624697815341
73.0,-145.0,0.7512532376976211
73.0,-144.5,0.7821514258178498
73.0,-144.0,0.7791571959654382
73.0,-143.5,0.7596209892419912
73.0,-143.0,0.7442229255347499
73.0,-142.5,0.7223668632434426
73.0,-142.0,0.718957042677174
73.0,-141.5,0.7152869655747498
73.0,-141.0,0.7046110166129412
73.0,-140.5,0.6959030885951395
73.0,-140.0,0.6949405155764514
73.0,-139.5,0.6962411529229231
73.0,-139.0,0.6938704667126658
73.0,-138.5,0.6905095719827754
73.0,-138.0,0.6826183885721488
73.0,-137.5,0.6732499556309934
73.0,-137.0,0.6646197393162944
73.0,-136.5,0.6566833867991801
73.0,-136.0,0.6534101343869708
73.0,-135.5,0.6410676702681084
73.0,-135.0,0.6371593646501258
73.0,-134.5,0.6234014548054464
73.0,-134.0,0.6218226774188027
73.0,-133.5,0.6123923308582716
73.0,-133.0,0.6045374139498503
73.0,-132.5,0.6025502745982654
