Unnamed: 0,X_meters,Y_meters,Longitude,Latitude,Depth,Surf_DH,Surf_DH_err,Datetime,ug,vg,hFW,hFW_err,D_Siso,D_Siso_err
1283,3504258.5604359005,4304258.5604359,168.41059401929292,80.75093180456831,2.771422119140625,0.3202684225649692,0.0529952100843613,2012-01-01,-0.0038667581077075,-0.007266014707835,6.792590876735678,,95.42834156440767,
1284,3554258.5604359005,4304258.5604359,165.7073349561816,80.6498703916052,2.792332763671875,0.3185671304521678,0.0500473906142759,2012-01-01,0.005327784583554,-0.0056929203439807,6.779130433307627,,94.87533075351908,
1285,3604258.560435901,4304258.5604359,163.06749069887746,80.52841099949048,2.7719638671875,0.3119350726947675,0.0578662725326408,2012-01-01,0.0058417654359546,-0.0035133400157897,6.717431232782285,,95.83810788675976,
1286,3654258.560435901,4304258.5604359,160.4996350004853,80.38731942909718,2.72746435546875,0.3134260586098576,0.0633020255433578,2012-01-01,-0.0008677799205894,-0.0028173209692725,6.731654029176298,,91.92906963022764,
1287,3704258.560435901,4304258.5604359,158.01073105153398,80.22743741729042,2.361688720703125,0.3078141743975447,0.0594900887145888,2012-01-01,0.0120989399041453,-0.0172192620360313,6.593669617732478,0.8323250468232194,85.63734026665094,
1288,3754258.560435901,4304258.5604359,155.6061351429105,80.04966103166201,1.9700018310546872,0.2882513041377886,0.0579078148666445,2012-01-01,0.0260505529318367,-0.0273054440074963,6.373346862740555,2.1131115697303255,71.69582068847595,
1289,3804258.560435901,4304258.5604359,153.28966427824832,79.85492021001085,1.1055654296875,0.267914613699695,0.0397698565383755,2012-01-01,,,5.368727722093963,1.2805901487089355,62.66903340188584,
1290,2004258.5604359005,4354258.5604359,-129.23571733488427,74.93666475592165,0.564630859375,0.6132452907086257,0.041467797322318,2012-01-01,,,18.9419994074355,1.133518848874206,208.28053914355775,
1291,2054258.5604359005,4354258.5604359,-130.3462767991028,75.2851308069388,1.8640350341796872,0.5983013337391425,0.0446920495819816,2012-01-01,0.0148517810831259,-0.0165207505195779,18.09881506712584,,201.5089762835347,
1292,2104258.5604359005,4354258.5604359,-131.5099343599518,75.6276366570036,2.626749755859375,0.5895354934728464,0.0427218319483804,2012-01-01,-0.0100458140941011,0.0071809209852618,17.890759576615565,,201.273315017647,
1293,2154258.5604359005,4354258.5604359,-132.7295594539609,75.96376839630477,3.08576318359375,0.6086228868461878,0.0612702131607623,2012-01-01,-0.015990234453886,0.0273857537518753,18.844237152626487,,205.5899115648034,
1294,2204258.5604359005,4354258.5604359,-134.00810079804776,76.29307904872684,3.4356630859375,0.6289565344813355,0.0455560879064584,2012-01-01,-0.0230710934819505,0.021078422728807,19.698884352390508,,212.77589620543935,
1295,2254258.5604359005,4354258.5604359,-135.348563613795,76.6150866343877,3.594079345703125,0.6390073637255228,0.0505523386768655,2012-01-01,-0.0127469850383115,0.0039325800732317,19.79120601352968,,212.16243785894957,
1296,2304258.5604359005,4354258.5604359,-136.75397949463743,76.9292723763024,3.6596396484375,0.6346329396851295,0.0452287357721996,2012-01-01,-0.0077423438643803,-0.0071825218859152,19.71518425554266,,214.57449924976848,
1297,2354258.5604359005,4354258.5604359,-138.22736761370453,77.23507914554769,3.714313232421875,0.6286266563672135,0.0442967518993151,2012-01-01,-0.0083487893407252,0.0038412509086739,19.570644902862146,,212.83340793844872,
1298,2404258.5604359005,4354258.5604359,-139.77168592568313,77.53191026256447,3.742848388671875,0.6401913290162713,0.0404372379860843,2012-01-01,-0.0082377675458603,0.0005394933762604,19.626695683922662,,215.45504537657737,
1299,2454258.5604359005,4354258.5604359,-141.38977105221358,77.81912879787636,3.778540771484375,0.6294082138526815,0.05329289758976,2012-01-01,-0.0121645082057285,-0.0073068303584045,19.43598468028275,,214.3573524814849,
1300,2504258.5604359005,4354258.5604359,-143.08426569565466,78.096057542455,3.788037109375,0.6295945304038452,0.0368338078435796,2012-01-01,-0.010804975944135,0.0008861507526696,19.407213201830203,,219.55018248658217,
1301,2554258.5604359005,4354258.5604359,-144.85753274654064,78.3619798444051,3.813986572265625,0.630694674568171,0.0426806870914254,2012-01-01,-0.0114455724109291,-0.0058248913630687,19.368340628326106,,214.6931148006991,
1302,2604258.5604359005,4354258.5604359,-146.7115557861875,78.6161415318076,3.822678955078125,0.6211302018712519,0.0636397423820606,2012-01-01,-0.0055974196521679,-0.0062572688474149,19.06291302679716,,216.48388766878728,
1303,2654258.5604359005,4354258.5604359,-148.6478264867466,78.85775415756639,3.833150634765625,0.6215939107637062,0.0783510003896037,2012-01-01,-0.0110969586172436,0.0105666756258617,19.172256318895094,,216.36464009242744,
1304,2704258.5604359005,4354258.5604359,-150.6672205143019,79.08599980590958,3.85192626953125,0.6365114793956177,0.0473103778840489,2012-01-01,-0.016276837005393,0.007339180991429,19.6518321116991,,215.9592400540076,
1305,2754258.5604359005,4354258.5604359,-152.7698649582816,79.30003768574221,3.851932861328125,0.6322853300833706,0.0669750686485592,2012-01-01,-0.0193106314684268,-0.016717168976047,19.442523954242372,,216.35797615727552,
1306,2804258.5604359005,4354258.5604359,-154.9550020100237,79.49901269673308,3.82923583984375,0.6121413955990717,0.0511022268423156,2012-01-01,-0.0295870620632291,-0.0436601300816291,18.586211522942108,,207.45620026912985,
1307,2854258.5604359005,4354258.5604359,-157.22085549746623,79.6820660835928,3.68262646484375,0.5685971714744832,0.0998757879626679,2012-01-01,-0.0503092636298473,-0.0872336529356205,17.156450402495032,,190.982802235319,
1308,2904258.5604359005,4354258.5604359,-159.56450877194948,79.84834818794894,3.5269267578125,0.4848174733202597,0.125031072060513,2012-01-01,-0.0471626592067765,-0.0656281069376911,13.027401512998196,,164.22544454637497,
1309,2954258.5604359005,4354258.5604359,-161.98180406798508,79.99703316456743,3.368502685546875,0.4727584384826752,0.1248029814266805,2012-01-01,-0.0014394612952702,-0.0105841510441335,12.885285029399569,,160.99079977642475,
1310,3004258.5604359005,4354258.5604359,-164.46727447206965,80.12733535396286,3.29468701171875,0.4693540569557257,0.1081570134869751,2012-01-01,-0.0041649601287901,-0.009108394136047,12.694578517731824,,163.46926102099923,
1311,3054258.5604359005,4354258.5604359,-167.01411966167117,80.23852680844374,3.3203251953125,0.4594458500511866,0.1175410586718814,2012-01-01,-0.0023418403561894,-0.0219397869652755,12.725094368427124,,158.3269482189301,
1312,3104258.5604359005,4354258.5604359,-169.61423526822918,80.32995527302633,3.31768603515625,0.437276784334489,0.1206873371107455,2012-01-01,-0.0113457724444248,-0.0168762697189837,12.521242963401017,,159.38356269639996,
1313,3154258.5604359005,4354258.5604359,-172.2583028728039,80.4010617529642,3.29927587890625,0.4347650677701148,0.1301935172067223,2012-01-01,-0.000852060818977,-0.002071657237709,12.80755994374209,,155.97156081826915,
1314,3204258.5604359005,4354258.5604359,-174.93594329280316,80.45139668601314,2.454239013671875,0.4342464474097208,0.1128105510295891,2012-01-01,-0.0024397567740733,-0.0058414813575209,11.37009989431341,,157.05198485548777,
1315,3254258.5604359005,4354258.5604359,-177.63593030635798,80.48063370823901,2.207999755859375,0.4262191305127978,0.1021965248021329,2012-01-01,-0.0119506812364323,-0.0129199675131321,10.853363115071494,,148.70239705573815,
1316,3304258.5604359005,4354258.5604359,179.65354405376596,80.48858007681692,1.4030169677734374,0.4153432633308466,0.1070694663234376,2012-01-01,-0.0129636513810556,-0.0376551048464721,11.66561381723382,,142.08595163622854,
1317,3354258.5604359005,4354258.5604359,176.9445671343799,80.47518299659572,1.9981336669921872,0.3711247384646792,0.1139646838990402,2012-01-01,-0.0148409584517877,-0.0474611839299496,9.27271864157026,,123.35141234460777,
1318,3404258.5604359005,4354258.5604359,174.24918502258447,80.44053137531772,2.689545166015625,0.3459039766913691,0.0920310151553433,2012-01-01,-0.0195789138598894,-0.0304216903630439,9.28345382148136,,114.91349519814726,
1319,3454258.5604359005,4354258.5604359,171.57908462420167,80.38485287333052,2.740916015625,0.326619992370894,0.0742392264149948,2012-01-01,-0.0056001030326238,-0.017101751453208,8.03559310349271,,100.10625429445244,
1320,3504258.5604359005,4354258.5604359,168.94529912206187,80.30850647272,2.743262451171875,0.3208894076724762,0.0553599963046171,2012-01-01,-0.0045193517112668,-0.0081097303986597,7.079079937256603,,97.01212418002332,
1321,3554258.5604359005,4354258.5604359,166.35795468808956,80.21197111956397,2.74885400390625,0.3147606274875387,0.0536330037613102,2012-01-01,-0.005675496125526,-0.0068711905221108,6.494755059265757,,94.39994671982468,
1322,3604258.560435901,4354258.5604359,163.8260715983261,80.09583124927914,2.67783056640625,0.3108441125814311,0.0620761382285231,2012-01-01,0.0014785880425224,-0.002609018479913,6.743575973454643,,90.12425097115812,
1323,3654258.560435901,4354258.5604359,161.35742708086678,79.96076016114108,2.4725830078125,0.310947716674549,0.0576468019154499,2012-01-01,0.0191338891345858,-0.0107938854235169,6.737453281877889,1.5641371059937503,84.55734828509799,
1324,3704258.560435901,4354258.5604359,158.9584812627353,79.80750225500088,1.87681787109375,0.2950760208030308,0.0588372491065892,2012-01-01,0.0199147220014366,-0.0284345700223069,6.459984090416572,2.2528063922733095,72.08087626604325,
1325,3754258.560435901,4354258.5604359,156.6343623158338,79.63685509003535,1.0230634765625,0.2694291004196882,0.0434299580539582,2012-01-01,,,5.292170767752212,1.691701903364888,63.01466613360595,
1326,1954258.5604359005,4404258.5604359,-129.4695047783995,74.29808747497744,0.6761400146484375,0.6011716680117697,0.0443580308262141,2012-01-01,,,18.69396203050501,,205.5237905684999,
1327,2004258.5604359005,4404258.5604359,-130.53938247732796,74.6457274057183,1.8975125732421876,0.583818128746842,0.0372143657330015,2012-01-01,-0.0171697155683243,-0.0093964690059493,18.07718844331046,,199.0824277760572,
1328,2054258.5604359005,4404258.5604359,-131.65810373539026,74.98759479411574,2.652216064453125,0.5877262650253263,0.0516277096385104,2012-01-01,-0.0278618695697698,0.0188584529844135,18.753963858139706,,199.3201372254429,
1329,2104258.5604359005,4404258.5604359,-132.82817758535742,75.32330863489521,3.044364501953125,0.6108459787280741,0.0417346610629228,2012-01-01,-0.0645548245576515,0.0271953129940719,20.223629549455744,,213.4031018394867,
1330,2154258.5604359005,4404258.5604359,-134.05217697776993,75.6524589155181,3.301318115234375,0.6267624414135788,0.0363591351840282,2012-01-01,-0.0611034712184614,0.0332420817862353,19.937730867974516,,214.215248653677,
